balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
82698|1234|99|1|283123.97|868309.49|853722.455
87779|889|90|1|281736.4|765858.9|660930.315
7498|495|4|3|26512.22|285591.78|491327.04
21326|315|43|1|299838.72|319439.89|433594.525
77289|207|27|3|417412.55|244061.6|809391.175
21755|1179|36|3|25505.44|854905.63|237974.145
72331|1574|71|2|51745.68|393492.16|785279.805
83241|1771|30|3|923636.58|107229.81|228414.435
60684|1569|26|3|4903.86|766144.35|431645.385
44939|1711|42|2|998313.3|612761.68|654826.075
21669|907|67|3|448812.74|304857.12|426154.54
51843|838|33|3|478489.73|672640.86|359648.7
55982|205|12|1|420582.64|426015.09|627612.28
20941|1127|87|3|763879.57|813333.64|543055.245
79174|1743|83|3|653497.3|139450.7|399746.255
47540|200|90|3|961253.45|200763.51|386320.3
20895|1722|30|1|564847.91|507767.21|856937.015
31451|707|74|3|891433.75|766515.81|379051.145
24205|473|94|3|105138.48|420050.06|541112.96
30403|1102|48|1|159630.24|346834.54|480786.125
43702|1722|48|1|915368.21|420094.13|387610.515
65695|617|14|3|634538.57|568966.79|252276.74
26547|659|59|1|125529.09|110715.44|373363.21
61223|30|94|2|424523.06|167814.63|636541.54
86853|513|30|3|925593.22|215273.93|243459.925
48518|681|93|3|163230.67|664231.71|802615.295
91861|245|56|1|98174.62|769918.11|195759.56
64856|701|25|1|189640.25|508513.11|644742.33
7499|480|1|2|661310.74|476613.82|627234.27
15338|1711|5|1|998656.24|830474.52|399899.715
22053|1542|53|2|75434.72|656126.29|340724.74
29700|290|81|3|277759.97|486354.82|307839.05
49065|1184|56|1|319308.16|951241.75|396004.22
18875|1441|33|2|350545.66|302784.97|338223.015
94564|948|12|2|644900.32|18129.86|29047.7
18831|919|14|2|212562.08|174059.37|434352.25
51429|703|51|3|542155.13|288615.77|610664.34
41033|245|97|2|867014.24|856148.82|595513.99
63233|1150|59|2|221809.34|379389.23|572081.57
7022|73|15|3|180980.38|979589.37|626167.07
6312|978|95|1|741518.98|912763.04|127690.36
18070|491|23|3|792120.49|809062.28|637978.18
90120|824|72|3|826653.6|666998.6|64900.25
46429|1019|91|2|839157.36|347722.45|866630.66
58779|511|77|3|971995.29|86331.75|241266.83
51455|1469|69|3|18217.18|559735.47|660573.75
79342|1815|26|1|676397.27|73933.57|395035.345
37664|781|77|2|181360.15|374942.31|679586.18
19282|29|96|2|424140.33|920354.86|466456.82
61757|549|45|1|805913.24|378285.14|178324.405
21048|1225|47|3|100873.61|719098.52|474116.805
67497|814|25|3|262553.84|4956.65|608083.725
19139|321|99|3|736075.92|613476.18|360978.76
72911|1284|7|1|377830.68|953021.47|228832.995
42293|360|51|3|685267.16|228070.03|578855.945
14150|1786|47|2|165711.38|975121.36|573629.105
95916|1602|8|3|155850.22|178415.35|471972.875
18071|1715|76|2|158174.72|230221.84|928176.245
9871|1118|91|3|916066.49|675316.53|309754.64
55871|448|82|3|854002.5|373887.06|896733.06
2463|1406|55|1|862577.69|419069.81|259135.315
70390|555|80|1|26813.98|12725.26|680661.24
15550|406|40|3|428640.22|190420.11|553565.225
86680|455|11|1|86085.0|101914.96|526663.645
56499|1579|45|3|677647.87|64053.6|483051.205
55594|265|60|1|312839.42|464321.74|401672.17
27445|932|32|1|632180.62|352239.61|503928.28
19486|1586|21|1|727150.14|395839.24|165429.135
6645|1262|20|3|111415.71|61626.43|698903.59
95422|411|16|2|976278.2|71471.46|286221.1
61597|394|33|3|649239.59|777189.01|595731.38
98904|1098|89|1|774741.44|394804.92|579357.73
80080|1575|100|3|365683.88|104082.73|393099.755
75097|557|50|1|655192.78|201811.28|619421.545
27797|249|63|3|29421.99|724504.13|728200.27
19684|1217|4|3|796878.14|211336.18|133059.875
58267|1116|57|3|826081.23|806295.8|601398.775
35270|1259|23|2|328538.65|765139.89|738674.395
3699|1582|55|1|698218.86|107024.03|519425.14
30282|1264|26|3|857227.6|775272.57|472314.465
4352|1771|39|2|189305.78|323722.44|247078.295
16401|772|46|1|611457.41|963506.97|679696.07
92398|1335|84|3|172947.42|806422.93|434389.955
38255|725|42|2|73066.35|447528.24|48173.535
31290|93|51|3|641009.39|473129.06|973222.895
51976|588|21|2|127841.33|334695.01|549251.11
60897|424|50|1|905863.6|153802.97|605311.2
82345|820|96|1|292133.13|374381.25|134929.69
58685|1630|21|2|71243.4|854148.88|800894.88
33851|72|21|3|942202.37|228532.78|580462.78
18466|362|64|1|308196.93|635306.96|502954.155
23813|1671|53|2|488663.42|813470.22|653881.95
82116|117|31|2|844791.19|923556.19|828836.85
4932|47|41|2|943576.44|425733.76|356093.495
15496|417|83|1|505778.71|948798.0|484679.78
1153|1254|26|2|620155.37|858754.78|744281.06
84942|818|46|2|167209.91|594893.13|496360.12
10449|309|84|2|940353.17|25254.73|721913.305
53665|1044|10|3|829850.14|324974.72|338332.31
15606|573|57|3|733182.6|154285.4|632918.205
84720|1414|6|3|690334.98|526769.16|798273.625
71992|558|58|1|470111.49|703600.9|271413.405
63717|1786|96|2|658258.29|140939.45|513772.85
70629|13|43|3|24514.76|874962.18|342536.84
43589|1280|19|3|541829.2|288949.91|744481.71
15115|782|70|1|189480.98|471953.78|387870.625
39851|915|10|3|407981.51|736378.57|500218.565
37697|1576|12|1|504101.47|649569.6|411784.66
39462|1810|89|2|567700.81|799230.82|331696.455
31836|813|98|1|6638.28|84185.79|490323.915
95806|1718|48|1|780233.0|367570.95|453529.69
8750|1466|83|2|485627.83|946226.97|210415.92
66706|295|95|1|405806.34|203770.74|606059.79
32402|1149|8|3|843366.89|118383.5|704376.28
36577|556|64|1|34831.84|454613.84|350592.6
2380|1441|13|1|390524.0|691668.47|238597.98
94709|1277|31|1|530845.26|107293.69|627257.21
54084|129|18|1|193406.21|869434.44|330410.79
7141|1140|10|2|678413.86|905363.99|447523.39
45895|1522|18|1|485801.34|394535.7|318458.375
92428|522|44|3|656891.58|86657.21|414346.745
83765|61|7|3|944656.76|75020.31|383940.035
95559|879|93|2|709768.99|177314.08|692362.295
82304|1492|49|1|540328.44|556121.25|287609.495
80763|1512|37|1|477386.33|383429.24|637410.84
53287|11|93|2|780051.43|616989.37|399325.45
42428|1690|59|1|717209.69|912291.61|553465.095
58408|61|77|1|908360.82|839874.76|51141.55
33436|680|56|3|731877.72|812676.72|646683.9
22385|519|51|1|521935.69|465572.47|440518.46
23623|120|68|1|82200.33|688953.88|384303.845
50974|627|82|2|821524.77|861880.92|829219.99
34175|1418|77|3|513148.36|841427.31|824852.015
69346|802|67|1|875066.29|480187.28|660560.025
49599|38|14|2|648955.58|50226.02|618257.385
89259|149|63|2|948977.88|329272.46|698254.73
38321|619|69|2|981894.16|507994.48|258984.29
62583|701|81|1|168413.99|315274.36|208378.93
92170|70|12|3|533960.27|378457.77|374130.81
2046|1248|80|3|921312.9|395748.11|582638.49
58381|1631|62|2|735558.87|334932.08|659595.175
90324|1244|69|1|937774.73|579005.43|388233.985
94988|988|41|2|131187.22|353733.23|326033.07
48636|1284|90|1|67284.94|720018.75|250153.02
4342|1072|39|1|413568.91|350081.92|392864.26
95149|1191|40|2|438686.92|481988.71|823967.47
25081|1598|19|1|714791.02|242276.79|435027.475
74527|968|94|2|21627.0|569728.02|356934.14
74862|1422|46|2|200895.03|504065.4|436967.225
91138|1581|92|1|889358.24|724753.32|607754.625
41031|608|73|2|109730.47|772498.92|337990.005
6572|747|76|1|309708.76|495376.77|389533.955
78341|399|24|3|117929.74|833965.27|392841.265
1621|614|16|3|185539.8|430959.2|584849.98
1731|373|36|3|900779.17|52283.78|508342.12
12225|1751|20|1|327717.15|201663.02|495984.86
71137|1606|30|3|26805.23|680486.58|299742.915
9849|350|51|2|635419.96|557815.11|657472.255
57965|1752|35|3|534345.3|909782.92|667532.08
57871|774|49|2|23717.5|796969.46|571291.325
34486|1431|57|1|192285.46|436085.66|481818.89
63827|275|82|2|695741.46|523861.81|351933.1
54692|892|14|3|645126.92|887428.71|568577.235
15490|1285|62|2|293258.92|158235.18|819322.4
4412|691|25|3|291922.15|946302.07|705348.485
39761|1334|18|3|611685.76|4463.06|495096.47
45953|700|89|1|147442.86|741993.14|435484.58
92645|384|3|2|467232.58|857578.23|626721.945
91189|1338|1|2|979255.47|898024.13|430080.61
58902|940|78|3|952798.55|199821.65|491843.16
83969|136|47|3|906888.73|982920.53|562789.315
32219|795|93|1|509246.49|566628.87|482148.645
7238|849|80|2|99533.75|789158.12|668289.62
23039|472|63|2|59917.21|596310.84|356182.075
12517|56|9|1|321770.3|241739.04|372706.56
22058|1477|87|3|450057.43|789905.29|637611.815
4003|667|97|2|847631.8|633208.65|356260.85
61035|1114|76|1|367982.45|196828.14|880910.82
84817|204|14|3|328205.5|47595.47|334734.27
48932|1035|22|1|997188.7|239705.01|492756.72
78195|1016|15|1|334912.56|877438.97|535378.37
60115|799|40|1|700231.54|352754.37|685898.32
68365|1176|87|2|625420.03|410223.05|463305.865
74117|618|3|1|441927.76|153036.24|906324.945
80248|1226|16|1|256612.39|476949.86|285795.35
87832|577|68|3|235009.72|776803.07|693518.37
74225|94|92|3|18408.06|587705.59|322522.9
31437|920|99|2|162742.94|339936.43|251069.01
5872|238|15|3|918274.37|461738.35|268336.48
13465|1291|73|2|595283.23|143008.76|230258.025
82760|1071|62|1|997008.21|517559.33|659354.27
45380|171|60|2|52941.62|181581.8|768205.39
11130|1511|2|2|96067.47|549323.03|690313.465
42712|1462|66|3|168965.35|606954.13|361858.32
69502|1064|53|1|979421.56|109962.95|401059.09
22489|1524|98|2|362112.06|104535.88|760909.745
62061|1565|4|3|530358.74|887403.18|235033.95
98187|1635|4|2|116375.29|685685.62|285636.95
33437|104|14|2|928183.45|423412.43|289401.805
15486|1300|98|2|757385.79|326935.01|135724.51
37549|270|34|2|79419.19|964976.79|77022.74
17911|636|40|3|761875.32|253625.77|622176.83
95985|1472|59|1|69496.58|213802.18|456093.675
18965|357|18|3|211979.85|260932.18|402626.88
63705|149|65|2|809167.42|936673.14|530766.925
58879|437|61|3|232710.62|71095.82|490494.4
96862|1503|70|1|697530.61|358239.27|829255.0
76262|1240|61|2|968506.65|370335.48|865694.485
67449|455|98|3|660191.85|21340.69|195275.98
58947|1369|90|2|339325.62|195166.65|697573.55
9902|285|4|2|328983.48|496086.81|631516.63
30662|1574|81|3|584946.66|547985.68|596247.22
24035|541|26|1|230997.36|169714.37|483644.175
81712|147|66|2|396215.63|947417.56|440586.505
73058|347|11|3|470903.04|194175.26|629534.74
80228|1756|68|3|169119.65|238371.19|900792.755
11159|469|3|2|369396.29|231113.41|317756.12
9361|926|26|3|723032.47|598942.35|496490.015
63980|1636|24|3|766885.79|414212.02|483593.045
21219|1782|90|1|497631.49|406997.22|555556.715
2214|1179|29|1|535511.84|459377.43|457703.555
93159|1116|58|2|710304.81|740963.57|548823.625
76931|1176|22|2|575095.94|487328.56|345635.9
4944|1473|78|1|736968.87|495680.23|169141.25
24066|1582|25|2|821005.8|36406.21|565497.91
67568|135|15|3|274805.15|230192.77|517437.62
8134|1757|25|1|2763.89|430774.2|694758.665
86117|294|63|2|181778.63|150293.21|558838.68
50349|321|43|2|531883.93|369356.26|288404.45
57229|326|69|2|841850.1|541362.35|653654.855
40757|1235|33|3|618320.16|886288.04|626723.405
18415|1389|100|2|730433.5|44525.81|326058.12
22519|1692|23|2|987792.38|627230.97|355918.415
22478|1245|13|3|596759.33|270629.66|474239.28
11572|1217|26|2|7159.37|725678.81|634556.87
61903|189|35|3|374539.8|103723.63|431169.635
9394|651|98|3|925790.37|645124.59|444602.795
55984|564|36|1|32284.7|984067.28|479453.825
79575|966|67|2|658303.9|195304.7|728799.41
95691|1649|16|1|393415.92|832456.02|432075.705
85633|1262|62|1|250948.56|442931.26|402759.02
10041|1594|6|2|946294.04|670840.07|538671.985
29570|256|27|3|124048.89|600701.98|446348.98
18194|1062|63|3|635246.82|880834.17|428326.075
49557|728|34|2|445350.59|591732.1|591801.54
89169|339|67|1|992261.95|548058.85|482784.14
86120|824|39|1|190982.92|991063.25|696037.885
90505|989|68|1|964355.6|878383.04|178217.995
59560|382|60|3|106909.27|46010.03|333963.605
45123|1196|8|1|995041.41|170523.94|65043.325
30984|912|26|3|233620.22|597136.72|670710.315
67837|418|98|2|939884.34|704354.31|475131.49
94941|1362|97|2|423786.3|447463.78|739730.685
22494|572|7|3|910125.89|358645.93|242295.855
74802|1796|18|1|279822.27|88028.71|566997.935
19191|469|43|2|331960.57|888780.55|765807.195
96533|91|53|1|650077.09|326186.2|387939.885
9821|74|52|3|428704.88|3342.11|478422.01
24650|1246|51|1|18923.26|456571.08|630300.77
29630|837|21|2|911033.12|897197.76|338890.425
77776|567|22|1|854807.24|178742.94|708953.65
48793|1341|91|3|688433.95|260328.13|246634.415
94221|1440|21|1|180727.47|941562.08|503433.46
64113|784|46|2|304873.17|887129.52|603839.185
9877|317|56|3|460001.78|226657.9|726045.93
94185|1515|31|2|525640.38|395721.87|612617.27
42238|1607|36|3|532882.34|993605.53|850652.42
21184|563|36|1|839543.39|609043.21|730675.875
50453|1125|88|3|629388.99|157358.59|141824.91
19359|1214|89|1|294959.09|534693.9|391548.08
29282|1638|36|1|821786.01|483734.34|415371.03
83188|1302|87|3|455275.92|614285.01|715131.215
44960|598|10|1|554945.73|831616.25|362563.88
37611|1204|100|1|214068.71|726712.04|626263.5
57941|1714|16|1|641439.79|10003.77|512715.73
2318|1351|26|3|563755.75|505873.48|294613.72
58785|124|67|2|396397.32|888958.62|307316.895
61762|1624|46|1|486625.94|734878.88|490192.26
53642|275|59|2|676416.57|779582.02|480601.585
22223|146|51|2|12632.19|43523.9|490082.105
80398|1190|18|3|38550.03|941448.27|256767.66
4021|1344|99|1|59557.68|567514.08|426996.94
69015|990|70|2|653797.63|567255.83|470084.67
44114|1004|70|2|444115.94|356436.79|430620.215
34629|866|70|2|285172.03|930430.58|285984.1
9196|1422|58|2|488158.69|236388.11|436854.42
34478|1306|65|1|492941.71|3915.54|931311.26
42601|1219|40|2|214684.79|977404.3|492507.355
37888|1817|8|2|202940.67|803586.18|608281.865
76941|365|69|2|68847.74|526984.37|416410.715
20570|1619|34|1|415024.71|771289.21|432243.285
61646|1362|89|2|483381.04|362043.3|536269.815
57303|552|75|2|172096.78|234551.43|713982.035
80382|1697|26|3|754376.99|317946.76|68470.405
52574|1608|71|2|509992.5|938683.83|599277.36
48581|953|98|1|661757.28|487432.37|664507.695
27879|787|57|1|625681.29|831710.05|338379.73
77853|1157|37|2|649410.12|28854.39|517936.19
13132|410|33|1|52900.48|340310.83|234952.51
73168|1441|33|2|908500.44|492196.86|248763.19
33112|399|45|3|527273.3|304675.98|321128.995
52409|1047|48|2|474593.5|761454.9|680213.73
57605|1273|3|1|184025.39|152802.31|615309.815
92699|166|92|1|345372.9|303001.53|469736.8
88153|1771|36|1|321908.76|256798.99|472305.365
60825|987|78|1|849989.74|169705.38|772200.95
12884|1076|92|3|62163.72|582369.28|414990.18
93830|775|25|2|683944.88|761222.36|325769.38
5159|1132|34|1|608891.95|190899.18|492088.17
12542|678|62|3|455985.17|935299.28|749875.005
99281|1179|82|2|681347.6|812544.42|568831.51
24541|537|58|1|275746.46|812168.41|465749.915
34022|462|73|2|164929.85|163356.29|436042.24
47569|868|57|1|99184.69|868901.89|616017.375
73871|91|35|2|873138.59|369240.0|693294.88
51858|716|49|1|951175.74|582019.48|520489.585
43359|1607|79|1|40453.56|891318.34|779928.78
83428|609|80|2|462789.93|956012.45|518930.21
32571|645|78|3|910433.89|545491.74|242191.255
20079|1675|98|2|293371.73|462927.46|636377.725
46838|1052|69|3|123304.86|660457.46|389029.17
56637|798|20|1|112975.68|357929.75|342640.35
42118|1339|42|2|200135.7|40534.84|772719.315
68139|1191|2|2|375649.8|959945.98|484486.79
49221|314|20|3|721475.13|326719.64|115982.06
28799|3|66|1|431398.11|343351.74|701255.61
5131|1098|55|1|771238.91|44416.33|662176.98
5721|1022|65|1|427866.73|976924.26|687509.835
10218|97|14|2|268987.04|295041.17|743781.555
44093|1427|68|3|641848.35|399456.8|222196.95
53627|1813|99|2|202375.31|819935.04|285089.95
22463|22|2|3|487183.33|581401.71|326851.4
13277|628|80|3|159570.32|819881.62|384278.715
93372|1648|50|1|859229.44|494814.38|450899.29
23008|1027|85|2|34674.98|672332.26|487290.17
28447|843|10|2|272485.44|119326.78|539590.565
47991|1494|1|1|260969.74|887939.84|388134.215
43609|951|39|1|935734.93|130990.98|623873.1
18|1574|36|1|123875.73|253626.72|105404.015
49702|167|91|2|807825.56|581809.99|629511.97
29641|1137|45|1|609502.77|842585.77|528823.345
32078|1226|47|2|238939.54|62891.63|679785.355
53659|628|61|3|844568.99|351214.89|650310.28
94327|1399|30|3|970278.61|713811.82|475342.405
29353|1718|4|2|146175.03|232575.03|597774.75
22468|435|14|2|685234.71|628195.28|703159.695
84680|668|22|3|589169.78|189054.01|410000.8
96851|1021|23|1|255785.43|6147.44|803764.355
96069|1774|95|1|700071.7|388854.05|637636.43
53467|296|79|3|264437.9|754896.88|282491.325
53657|870|84|2|157525.74|176785.59|603842.03
20405|1462|30|3|992169.3|318504.42|519472.24
99345|493|24|2|881393.57|912738.83|779995.49
66609|1307|51|1|374841.86|500149.89|429521.305
18745|1678|82|2|299948.54|177002.4|791536.665
73035|1399|30|2|258586.54|175180.61|217195.015
23525|795|47|3|211324.73|664528.25|657283.02
84939|245|15|3|277073.47|995126.61|739876.865
30287|1744|36|1|226257.4|582248.33|418882.4
90636|1634|30|1|733999.91|961586.25|878551.165
43090|1|17|1|256428.93|569566.41|870557.625
85339|1159|29|1|584073.94|786755.05|980004.865
22203|1767|83|1|274897.72|364751.12|446130.51
80626|342|74|1|505893.5|158294.08|842992.6
87849|217|41|1|78840.8|81562.11|434055.45
90583|1001|88|2|4839.88|443969.47|476214.43
53246|1410|88|1|115925.32|463165.84|788631.02
95481|1651|18|1|104043.72|413575.58|426563.705
89921|1252|36|3|733650.21|965030.78|532680.92
29025|821|35|2|59460.3|955232.6|462838.105
71558|1291|38|2|968071.12|793973.32|669260.225
48727|324|39|1|764958.1|617710.59|625325.92
73890|491|16|2|349074.62|621564.28|478175.86
99406|825|83|3|58055.04|326687.53|725998.32
13414|1103|75|1|338035.51|181348.16|192786.56
74698|229|13|3|703706.43|172279.22|439462.835
27103|205|84|1|394470.53|683468.43|581155.23
89371|600|94|2|472762.42|33523.45|549288.125
14323|661|94|1|648900.58|534937.16|46105.37
86368|1281|39|3|998026.37|461392.06|553904.605
49389|36|41|1|424037.81|820739.33|325230.575
66755|1640|50|1|351495.32|423687.04|46672.525
12587|867|2|3|36627.9|566865.07|259262.965
72904|828|48|1|548780.62|665131.05|299858.625
98400|1434|19|3|167450.23|182585.29|739822.885
23219|1244|96|3|480149.34|470157.91|416321.335
6725|1150|9|3|277631.47|578433.2|209137.44
98511|501|79|2|517527.2|7647.36|573545.26
4859|1051|75|1|253199.6|976064.13|298274.815
3313|210|17|1|863090.2|928168.1|318949.59
28988|1244|66|2|289382.39|237418.57|376771.175
48758|4|24|2|215928.98|47598.61|227311.89
86121|1084|25|3|164203.49|266116.15|681763.7
68769|1047|47|1|449028.27|377011.69|810568.705
25266|110|76|3|151445.96|889878.63|537372.605
2603|1142|23|2|668037.34|92560.06|389873.555
13556|285|84|2|861070.89|171737.9|542701.78
92799|832|72|3|139727.99|272260.17|964360.82
94249|415|31|3|825660.32|688387.3|282064.83
43870|1534|70|3|860780.52|804971.01|298055.76
98750|1563|55|3|873195.41|300749.83|462848.405
46326|136|84|2|653451.56|413171.89|517684.16
40728|1822|71|2|509083.07|661566.77|750309.35
95506|1705|29|1|86214.7|556516.39|590419.86
71069|1519|17|3|621106.68|703769.02|445935.52
55378|1304|11|2|595120.54|736174.68|279000.405
83769|968|64|3|386753.04|528610.63|573457.495
22823|637|13|2|430078.59|631698.78|272681.985
17215|1471|92|1|436689.84|328440.15|532006.075
29307|1528|47|3|83803.09|581078.68|678230.54
2102|239|17|1|111485.61|877233.68|843839.32
2290|138|16|2|345988.67|276302.24|425580.505
83445|1060|83|2|596847.25|62321.58|712097.32
38330|1319|47|2|695299.82|814794.8|292367.23
64904|1126|49|2|484414.29|959513.95|377232.92
71183|1469|62|1|958100.25|792762.56|808420.49
67051|932|32|3|907747.4|777236.4|740661.515
8524|79|36|2|612787.88|11126.01|181977.255
73989|182|6|2|52305.1|995400.17|155646.085
32166|1027|84|1|667598.2|548252.96|516528.565
90342|100|83|2|352620.33|125847.52|55877.19
19435|543|95|2|672000.9|285390.06|191094.735
70771|389|43|3|458482.6|423778.58|256242.045
2147|275|88|2|477030.29|927629.57|604656.26
6141|1649|30|3|440112.53|700200.62|699811.53
65109|1124|90|3|436069.17|840455.67|754301.715
75078|1464|51|3|601931.18|351795.99|538829.515
56816|565|38|2|819829.21|980868.45|285829.35
45227|507|96|1|195070.27|406257.41|483097.41
27105|869|18|3|478311.2|926673.95|461569.855
49989|1477|19|1|645273.93|465253.55|890051.19
57331|885|7|1|767431.26|219121.04|374414.92
96632|1811|17|1|886995.31|590241.09|125349.485
1092|429|72|1|794785.25|782120.71|474177.28
15288|435|31|3|617962.54|36840.44|487663.84
4225|166|54|2|957171.62|719519.19|324594.735
95730|1702|72|1|775505.39|709882.87|552563.91
37597|1389|35|3|900256.23|114627.11|525104.245
52084|265|16|2|380815.33|420489.78|703979.905
98092|142|35|1|513083.89|395382.1|304202.025
10744|387|61|1|816404.56|764684.62|541299.095
79159|796|10|2|572993.3|197477.28|584282.46
58053|1359|44|1|547155.88|54650.09|641770.06
48663|129|29|3|209899.04|35891.9|444463.48
98093|1738|48|3|367883.28|226121.61|419302.32
74418|94|7|3|30690.26|874426.58|688053.635
77363|859|11|2|1097.49|241359.21|795532.59
3255|626|68|3|543671.53|758995.4|689095.16
70378|1146|16|2|892112.82|581352.27|377745.215
71258|227|50|3|854189.86|417.7|943315.67
61761|1581|1|1|726324.94|153649.49|737227.265
55638|1185|86|2|989098.05|290375.15|813909.235
50235|1063|70|3|503126.73|340731.2|539071.785
92186|1105|49|3|665002.17|820222.71|107588.715
3668|1069|19|2|668727.09|901400.6|368232.965
27163|151|51|2|113245.37|424069.99|473408.13
73761|627|14|2|940588.49|751692.66|304720.295
36265|1483|45|3|529674.05|518782.31|104339.695
6306|1393|72|2|606589.21|741520.96|565219.35
65336|339|86|2|98433.58|803808.23|169541.62
73355|1084|4|2|124422.65|263493.52|598889.115
63137|462|97|2|233560.85|174604.17|799071.54
3056|1782|81|2|240463.67|583736.53|562896.965
62781|922|52|2|410426.8|110775.85|537850.64
11481|829|45|1|66021.34|452674.79|444985.695
40675|1074|13|2|557778.87|907136.95|782311.135
8662|1036|42|1|819267.29|902859.73|496612.0
79008|521|43|3|496798.45|608405.88|525293.59
911|1344|11|1|828769.68|85788.2|741208.42
41484|731|64|3|877341.78|740004.45|412608.36
3272|1414|14|2|565089.3|687450.23|623614.97
53275|863|5|3|351166.72|847687.91|677191.09
34511|743|67|2|575836.92|705827.74|364603.64
15084|641|55|2|659126.35|92440.9|832356.885
55503|843|79|3|455415.06|482138.59|569206.755
16845|419|38|2|416550.79|15106.78|550291.09
61829|148|65|1|523100.31|237910.15|718271.655
64506|425|2|1|52071.02|610850.27|12598.39
80438|1373|45|1|954415.69|49622.78|490997.745
36505|444|20|2|863838.96|738001.63|812231.335
55488|255|93|1|651690.13|363443.16|544533.105
46373|909|15|3|807357.03|505377.86|401127.815
85289|1758|31|2|240825.39|861452.07|879388.115
79836|30|23|2|493701.45|15898.45|584538.595
94857|554|17|1|981208.66|287935.39|593641.43
55089|1776|74|3|279741.4|114284.94|772787.45
98354|366|36|1|599965.34|622029.01|646494.735
72986|144|37|3|507056.08|112774.47|917864.1
40400|765|36|2|363249.62|646148.06|799298.51
96661|555|17|1|197916.0|239086.73|698655.09
52468|1213|22|3|458771.74|237862.46|221042.495
50047|1210|22|1|174831.3|642883.38|530110.125
84573|1669|26|1|78236.32|128798.01|375252.915
96985|682|35|3|822649.14|999259.07|726119.01
22831|227|19|3|960837.4|830506.18|673416.885
78353|846|70|2|264564.96|334495.71|381325.845
1037|424|48|3|110126.95|530915.77|392194.395
68962|762|85|2|885943.11|795087.82|666200.93
63994|115|55|1|978770.27|271389.61|680382.535
22910|854|20|3|102068.97|900694.92|708679.365
9221|1102|74|1|25898.22|575001.75|418611.685
93269|1649|76|3|560065.68|412661.01|278071.175
31745|455|79|1|425462.66|361362.02|832227.85
77675|282|89|3|791942.39|424004.71|519094.84
201|523|73|2|436241.5|692488.45|630779.9
10480|849|26|2|171898.14|697757.8|551536.755
24955|188|38|3|125244.77|807410.77|424752.005
71170|261|27|2|149135.42|23215.53|512659.175
32684|1162|32|2|510342.12|701573.28|367598.63
79265|1080|48|1|878311.48|144119.02|297813.065
84135|95|8|3|75055.53|108746.08|520521.28
33989|397|35|3|358772.85|58031.21|474419.91
14981|816|74|1|386677.46|312691.22|808917.46
78834|887|62|1|289455.02|433395.68|704122.9
60258|115|43|3|500034.63|402332.69|306934.055
26146|94|84|1|278005.04|535413.18|438528.54
23505|371|4|2|291724.32|68658.24|546002.63
2768|465|56|2|704313.91|29453.73|635205.875
65707|168|35|3|280286.68|333603.98|287044.555
8838|33|64|1|729782.88|502108.73|388400.58
74096|1286|38|2|456333.65|80858.04|497310.25
19397|536|46|1|265062.14|91903.52|513918.17
21025|1421|84|1|318236.57|253878.82|678578.495
24637|960|25|1|167408.95|445917.92|302732.6
65714|366|97|3|380187.8|39602.23|656225.175
57803|154|18|3|783392.26|804124.95|892148.505
74141|966|42|3|770215.08|349016.8|716483.645
722|240|96|1|49638.34|279501.36|675274.295
16796|829|8|2|702384.99|866696.26|68716.04
65141|1781|1|2|86481.04|590745.53|695692.285
92694|26|78|2|483909.17|711305.38|482922.76
68325|1361|80|2|999166.48|876987.44|553846.05
2763|209|94|1|320546.26|697132.33|752011.92
68408|1617|74|2|752775.84|381364.24|801193.14
21111|80|5|3|900669.05|586298.71|884142.105
88579|1734|36|1|391965.81|939159.26|468141.415
24078|1613|47|1|834081.06|705563.34|286688.14
20925|8|24|1|867575.23|617552.18|490497.88
26519|1733|41|2|371805.8|23783.39|616742.865
61261|321|84|1|653015.18|975252.06|538756.78
6721|617|6|2|11278.12|470561.28|774957.5
54758|544|78|2|898435.89|761726.27|633418.41
69272|1761|9|2|152816.08|45280.24|523960.595
78355|946|91|3|936132.36|190614.47|199048.39
77751|819|57|2|938045.34|250874.54|647718.255
8931|1480|15|2|294620.88|276011.9|570199.29
64582|689|19|2|992506.59|14471.67|477858.145
94757|512|67|1|55873.62|169537.76|883265.835
97931|1820|30|1|309782.62|476197.41|661337.085
64300|173|57|3|62129.53|552507.83|574604.71
64723|738|40|1|951234.31|843995.79|541917.355
9665|208|16|3|341508.93|770263.08|601150.12
35077|1428|78|2|876358.77|904178.45|571283.38
22023|496|45|1|655462.2|287454.86|210162.78
92744|878|38|2|179154.77|357950.2|860961.47
12796|1007|64|2|425294.3|625234.72|366621.045
27624|1511|86|1|243273.34|533107.39|87594.845
27372|1135|8|2|521793.44|111938.13|296005.165
92615|1126|93|3|493792.2|641438.99|332113.175
8304|223|55|2|692231.66|894663.19|421782.44
61659|1402|41|1|365950.48|643745.54|733937.335
52773|244|10|1|217529.49|602799.5|207506.81
61936|1131|86|1|146916.59|163923.31|503745.685
28919|679|30|1|584230.13|678139.84|650806.395
71030|888|75|1|704216.93|913995.11|567157.935
32870|864|30|3|539241.66|118122.14|155200.095
63089|1631|62|1|365475.38|495288.62|313191.295
70749|1456|73|3|469365.24|414152.18|346249.13
75517|762|39|3|230009.66|601935.79|294211.15
44010|47|58|1|351636.44|354138.22|376366.83
59856|1349|92|2|218062.54|753285.15|894443.93
