transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
2956|1111|3|1|1|34|3|6328.56|Pending
72198|1577|4|8|4|24|3|35.33|Completed
11087|402|1|34|2|31|3|4397.08|Failed
44460|1811|2|2|3|20|3|3959.98|Completed
22861|1038|3|14|5|33|2|1573.06|Failed
99988|661|4|35|3|26|1|3513.37|Failed
83484|608|3|6|3|50|1|2337.96|Pending
8291|758|1|71|1|30|2|2503.81|Completed
14545|1720|2|89|2|11|1|4742.21|Completed
5984|407|4|42|4|47|3|6300.66|Failed
51260|520|4|11|4|27|1|8842.21|Completed
52375|1604|2|9|2|25|1|9444.31|Failed
82285|1210|4|26|4|7|3|6605.32|Completed
50136|1022|4|62|2|36|1|6605.74|Completed
195|485|3|79|2|17|3|5451.55|Completed
19176|1049|1|81|5|32|1|5951.93|Completed
30363|641|2|10|2|9|2|8126.94|Pending
91353|1040|3|86|1|9|3|9887.26|Failed
81284|238|2|20|5|10|2|5993.9|Pending
59036|1680|4|49|1|1|1|9919.95|Failed
54174|956|3|65|4|11|1|2641.11|Pending
5662|92|3|22|3|18|3|8703.35|Failed
86359|655|3|43|4|37|2|1115.86|Pending
92647|1031|3|56|5|23|3|6488.38|Completed
71684|1484|4|40|5|39|3|8869.39|Completed
9475|1751|2|90|1|5|3|5966.74|Completed
22934|744|1|33|3|45|2|9372.51|Completed
74160|485|4|57|2|34|3|2651.99|Pending
93645|718|3|35|3|10|3|7126.19|Completed
45573|994|2|24|3|44|2|4734.22|Failed
78637|1396|1|28|3|41|2|3783.61|Completed
75566|761|1|28|4|19|3|3036.21|Failed
2117|435|2|46|3|33|1|4695.53|Completed
80402|959|2|81|1|15|1|3383.74|Failed
39504|1146|1|35|4|19|1|3651.0|Pending
48158|711|2|77|5|29|1|5369.31|Failed
4587|740|4|31|4|1|3|9381.12|Failed
30466|156|2|30|3|34|1|2993.36|Failed
27874|1602|3|46|4|14|2|3606.08|Pending
28195|1669|2|43|4|33|3|4220.71|Failed
87688|1111|1|17|1|43|1|3974.35|Failed
12695|450|4|70|5|41|3|9551.48|Pending
91089|1262|2|95|1|8|1|8565.64|Pending
23429|491|3|41|3|25|2|802.52|Completed
57129|1416|4|73|2|10|3|8267.58|Pending
77265|1562|1|98|2|6|3|3852.66|Pending
16897|1546|2|29|1|17|1|7148.51|Pending
26033|1036|1|43|5|30|1|7607.2|Completed
1277|268|1|77|4|40|2|7545.69|Pending
91748|34|1|39|3|14|3|8613.35|Completed
41815|561|3|66|3|36|2|9185.45|Pending
84018|349|4|42|3|33|1|539.73|Completed
14673|1074|2|97|1|35|3|8727.61|Failed
74367|1132|3|91|3|6|3|3315.43|Pending
94198|1474|3|87|5|19|2|8102.09|Pending
67383|293|4|30|4|18|2|4108.52|Failed
87132|481|3|40|4|9|2|7725.99|Failed
27492|1234|1|15|1|48|3|5148.23|Completed
8939|1714|4|93|5|10|1|1288.49|Failed
79546|943|1|24|2|6|2|5527.56|Pending
7755|620|3|100|3|13|2|9213.03|Failed
13914|1583|4|55|3|25|2|8321.17|Pending
38491|247|3|58|1|30|2|1683.99|Failed
11054|91|3|82|3|38|1|2439.34|Failed
41736|1352|1|9|4|48|3|8337.45|Completed
59869|985|3|57|4|41|2|2531.78|Failed
61407|1428|4|32|3|1|1|5241.43|Failed
89091|1810|1|74|4|21|3|6721.04|Failed
38592|319|2|23|2|32|3|4243.68|Pending
17170|1637|3|84|1|30|1|9719.26|Failed
78316|500|1|93|5|50|2|4990.02|Completed
3629|732|3|52|4|49|1|5625.43|Completed
33854|1365|1|67|2|46|3|6706.91|Completed
51792|246|2|19|2|40|1|1165.0|Failed
30070|1729|4|32|3|49|3|2597.01|Failed
99304|1360|1|50|3|17|1|6043.5|Pending
52969|1510|2|13|3|24|1|7966.2|Failed
32252|1671|2|9|5|46|2|8745.9|Pending
18178|1356|4|38|5|3|3|9024.86|Completed
37290|806|2|32|2|4|1|6706.24|Completed
87767|1464|4|35|5|31|1|8607.26|Pending
62318|345|4|92|2|10|2|7162.23|Pending
76551|1218|1|33|3|13|1|282.17|Completed
59284|281|2|66|1|5|3|5094.62|Completed
54557|880|4|31|4|39|2|7252.39|Completed
38671|821|2|31|1|17|3|1888.51|Pending
54256|300|2|82|3|20|2|8563.36|Failed
2448|1627|3|26|2|31|3|8604.09|Completed
18774|789|3|85|3|44|3|7460.75|Failed
76710|1493|3|80|3|23|3|896.09|Completed
82305|1461|1|46|2|3|3|1711.07|Failed
47628|516|2|12|2|44|2|6365.87|Completed
74289|494|4|31|2|4|1|1334.0|Failed
17241|1134|2|36|2|21|1|8190.88|Pending
76106|523|3|74|3|27|3|5126.26|Pending
29637|675|1|8|1|24|2|5028.38|Completed
92453|1766|1|35|2|32|2|5988.49|Pending
94504|780|1|72|1|49|1|1216.51|Completed
6157|250|3|88|2|8|3|7027.87|Failed
33862|245|4|80|2|11|1|8317.65|Completed
22708|795|2|86|3|7|1|3035.69|Pending
43378|1532|3|16|5|17|3|4772.65|Pending
4967|1448|2|92|3|23|1|8515.17|Completed
75780|1759|1|77|3|45|1|9790.56|Pending
76122|480|1|80|1|38|1|7763.08|Completed
89065|368|1|77|5|10|1|7885.74|Pending
84172|1670|1|99|4|12|2|5816.94|Pending
83231|1257|4|34|4|15|3|1161.3|Pending
10726|705|1|14|5|35|2|9134.3|Pending
74019|1287|1|13|3|10|3|9799.33|Pending
71557|591|4|55|2|48|2|9762.79|Failed
65504|568|1|18|1|26|2|7352.53|Failed
78664|1674|3|92|5|48|2|551.98|Completed
75209|1753|1|60|4|38|2|2229.5|Completed
16580|460|2|67|3|29|2|2704.07|Completed
42041|1683|4|76|4|9|1|9924.54|Failed
82290|293|2|2|3|49|2|6758.09|Failed
49013|606|3|81|3|33|1|9357.27|Pending
54014|1268|1|21|2|7|1|4218.18|Failed
29969|862|3|42|1|45|1|7121.73|Failed
44996|403|3|52|4|20|2|4338.51|Failed
45649|1087|4|67|2|29|1|7902.65|Completed
44686|1106|2|48|5|16|1|6416.18|Failed
42117|424|3|99|3|8|1|7645.92|Completed
94257|1773|2|43|1|9|2|259.97|Pending
15079|753|2|90|4|42|2|1543.72|Failed
28867|40|3|95|1|24|1|6757.73|Pending
7653|1437|3|6|2|50|1|5122.86|Failed
29070|515|1|48|5|27|2|8079.82|Pending
92405|743|4|85|5|39|1|3738.3|Completed
57619|67|2|40|4|4|2|1756.13|Pending
73965|403|1|12|5|34|1|3760.36|Completed
55709|1169|4|31|1|35|1|4001.67|Completed
6408|460|2|54|4|24|3|4010.93|Completed
15857|568|1|62|5|6|3|9417.75|Completed
57457|392|2|74|5|35|1|9259.72|Pending
94715|1042|4|95|1|41|3|3586.38|Failed
29277|1224|1|40|1|48|1|5969.53|Completed
72672|294|2|89|1|2|2|5744.38|Failed
93682|248|4|41|4|3|3|522.55|Completed
79492|981|4|41|4|50|1|6793.74|Failed
62299|600|1|86|5|7|1|4633.0|Pending
53125|1660|1|36|2|19|3|8127.68|Failed
46735|657|2|60|5|26|2|5436.27|Completed
95510|793|3|15|3|39|1|8459.99|Pending
74863|238|3|54|2|26|1|5924.41|Failed
71911|1675|2|21|3|36|3|1391.84|Pending
51381|1762|2|47|3|29|1|2081.22|Pending
81913|1238|4|95|1|32|2|1856.42|Pending
44739|1670|2|32|1|33|2|1460.38|Completed
87208|766|1|99|3|24|1|8597.4|Pending
38808|140|4|60|4|38|1|6562.5|Pending
98663|976|3|38|4|28|3|3876.42|Completed
85954|555|2|44|1|3|3|8660.29|Completed
76148|543|2|30|2|39|2|5240.86|Completed
99984|906|1|19|2|1|3|2352.95|Pending
56774|270|2|76|1|6|2|5348.59|Pending
83344|580|2|51|2|7|2|353.88|Pending
48299|720|1|45|1|33|2|1727.78|Failed
14050|95|2|34|5|48|2|3356.42|Completed
78648|385|3|52|4|14|1|8300.45|Pending
16066|418|4|24|3|8|2|3161.45|Pending
72032|409|2|84|3|15|3|208.98|Completed
54273|772|4|7|3|15|1|8432.82|Completed
32216|586|2|53|5|20|1|1614.27|Pending
35958|1684|1|49|1|40|2|6003.93|Failed
79292|1784|4|41|1|18|1|6475.55|Failed
7649|510|2|24|1|28|3|822.25|Pending
91220|1185|4|54|2|36|1|6750.18|Completed
4451|843|3|52|4|17|2|7056.72|Failed
61300|1543|1|95|2|1|2|1160.39|Completed
14601|159|4|6|4|10|1|7361.17|Failed
9224|674|1|91|5|22|1|8491.26|Failed
29418|449|4|71|4|28|1|1721.48|Pending
14888|1020|4|44|4|1|1|777.24|Failed
38862|1794|2|47|2|20|2|3036.78|Failed
18819|1320|3|46|5|15|2|4845.49|Completed
44372|1512|3|52|2|41|3|864.1|Completed
75969|1639|3|76|3|22|2|8467.97|Pending
95643|664|2|27|2|24|1|3302.35|Completed
81069|264|2|35|1|6|1|879.0|Failed
94060|1529|2|94|4|21|3|9231.87|Completed
63970|1778|4|92|1|37|2|5772.87|Failed
59378|1679|1|91|5|24|3|9833.42|Failed
7194|322|4|30|3|48|2|230.9|Completed
82678|70|1|98|5|6|2|6481.44|Pending
30963|505|4|34|5|25|1|3192.69|Failed
13107|263|4|35|2|33|3|4573.92|Completed
60200|1444|4|87|4|30|1|4553.53|Completed
23100|239|1|6|1|15|3|3975.51|Completed
39833|1211|4|53|2|44|2|5510.98|Pending
15795|1380|2|46|5|27|2|4378.22|Pending
93725|1616|4|85|5|30|1|5208.21|Pending
18719|1047|4|77|5|18|3|8618.16|Completed
85847|1207|1|93|5|12|2|663.15|Failed
48729|1271|1|61|4|33|2|5881.18|Failed
53199|430|2|90|3|22|1|6912.03|Pending
71561|1123|1|39|3|37|1|6191.04|Pending
76990|715|2|13|1|50|2|7192.01|Completed
8824|1679|3|73|2|40|3|1683.8|Failed
82094|1810|2|98|1|17|2|944.58|Pending
67612|790|4|76|3|35|1|1872.16|Completed
57190|801|2|78|5|47|3|6629.16|Completed
55478|1607|1|66|3|49|2|4224.32|Pending
47644|1280|2|32|2|34|1|6665.3|Failed
87239|190|4|66|1|20|2|7729.59|Pending
33356|896|1|39|5|9|1|7334.36|Failed
45533|86|4|40|3|7|3|7141.65|Failed
21635|568|3|79|1|12|1|2447.21|Pending
89273|362|2|8|2|23|3|7256.73|Pending
22740|793|3|69|2|13|1|9886.46|Failed
77056|223|3|39|4|17|1|5628.75|Pending
31751|1099|1|97|1|42|3|9678.0|Pending
55123|1678|2|87|1|3|2|7947.79|Completed
86973|783|2|19|3|26|1|4911.01|Completed
72035|1341|4|20|5|27|2|1359.46|Pending
50425|524|1|51|1|45|2|2206.3|Failed
8441|518|1|35|2|8|3|9292.61|Failed
7629|1216|3|39|1|15|3|7728.72|Completed
61661|194|3|90|2|18|1|6159.69|Failed
37635|247|1|38|3|21|2|2582.79|Completed
41942|1149|3|32|4|8|1|8626.73|Pending
63053|882|3|12|5|12|2|7281.7|Completed
30068|1134|1|9|4|37|2|5083.36|Pending
43824|462|4|67|2|43|3|7207.5|Failed
52568|1041|4|18|4|1|1|7174.66|Pending
719|540|3|67|2|13|1|9339.6|Completed
18127|123|3|45|2|13|3|8443.1|Completed
10867|836|4|17|2|33|2|7796.17|Pending
65346|190|3|64|2|25|2|7835.25|Failed
98258|1038|4|71|1|45|2|3417.33|Failed
68099|27|2|4|3|46|2|528.83|Failed
57446|811|3|51|5|31|2|5652.34|Failed
66423|934|1|21|2|20|3|7040.61|Failed
44913|1342|4|89|2|27|2|2560.44|Pending
73183|1606|4|69|1|12|1|5003.9|Failed
69486|1382|2|68|2|40|1|6294.91|Completed
40799|1009|4|10|3|34|2|9799.15|Failed
28193|1493|1|31|5|7|1|1956.63|Failed
45423|1015|1|21|1|29|3|9797.3|Failed
30873|1052|2|68|3|20|1|1133.56|Completed
74853|605|3|41|4|47|1|5359.99|Completed
5043|1820|3|54|1|2|3|2000.24|Failed
83138|537|1|88|5|48|2|4471.57|Failed
62811|1722|4|8|1|20|1|6853.42|Pending
73770|1409|2|21|5|39|1|1914.93|Pending
29911|327|4|49|2|16|3|965.04|Completed
98552|1106|3|40|4|40|2|1932.85|Completed
37937|782|3|19|3|38|3|8811.0|Failed
61702|1377|1|59|3|30|2|4115.1|Failed
5001|1826|4|7|1|28|2|2677.95|Completed
95906|652|4|76|4|9|2|3190.22|Failed
46721|521|4|4|1|30|1|4821.06|Pending
2314|1060|4|91|5|1|2|2547.51|Pending
75748|847|1|2|5|24|1|9831.11|Failed
89721|1475|1|69|2|11|1|451.11|Completed
98957|431|2|7|4|33|1|4627.81|Failed
10556|1264|2|48|1|12|1|7929.05|Pending
59878|1818|2|54|5|45|3|7799.75|Pending
77001|913|1|70|1|3|1|7664.33|Completed
44055|1560|3|6|1|9|2|5848.25|Failed
49646|421|1|50|5|16|2|4547.63|Failed
76873|1158|3|32|3|34|1|9536.36|Failed
23439|1524|3|7|1|30|2|6165.54|Failed
40742|352|4|99|3|18|1|1152.56|Pending
24265|35|2|66|4|10|3|6941.82|Completed
74149|1377|2|59|2|8|1|3346.61|Completed
4937|1113|3|55|4|48|3|9855.35|Pending
88824|1293|3|40|5|46|1|1302.26|Completed
57496|1003|1|68|5|11|2|3175.63|Failed
49601|1744|1|1|2|36|1|9070.23|Failed
96137|1525|3|71|1|44|2|6494.53|Failed
36815|1644|1|96|1|4|3|8602.4|Completed
54592|1637|3|76|5|9|1|7756.82|Completed
51871|674|4|90|2|44|2|1158.51|Pending
27700|1358|4|52|2|3|1|3715.39|Completed
96275|341|1|31|1|29|2|9478.35|Pending
79134|357|3|5|4|36|2|3376.71|Failed
97401|74|3|99|4|47|1|7607.29|Failed
72795|665|4|4|4|23|3|5987.56|Failed
23565|1779|2|94|4|20|2|9171.65|Completed
78415|202|2|29|5|26|3|3802.99|Failed
84051|452|3|62|2|27|1|2467.73|Pending
81501|1818|1|75|1|22|2|2609.55|Completed
24683|1781|2|76|2|2|3|3255.24|Failed
71422|388|2|5|4|45|2|2935.92|Failed
77017|688|4|68|5|6|2|7897.1|Pending
13430|337|1|86|3|4|1|447.49|Failed
70468|121|1|53|4|50|2|1445.72|Pending
53388|543|3|27|5|17|2|439.08|Failed
54849|550|2|44|3|5|3|5511.64|Pending
37167|1440|2|80|1|45|1|3157.95|Completed
29391|837|3|16|2|5|1|3617.4|Pending
79194|1744|3|60|5|20|3|4869.46|Failed
27714|1129|3|97|4|21|3|9941.89|Failed
22608|855|1|34|5|34|3|1442.27|Failed
1294|1486|1|47|5|23|3|1908.17|Failed
29454|112|2|28|2|40|1|3708.63|Failed
32611|655|4|55|3|32|2|5694.88|Completed
78614|796|4|10|2|19|2|2415.02|Failed
65163|1644|2|51|2|33|3|4624.53|Failed
90300|500|2|99|5|38|1|4199.48|Pending
48271|855|2|32|2|25|3|4811.02|Pending
98141|1137|3|96|5|10|1|974.15|Completed
88005|1185|4|44|5|44|1|8102.25|Failed
24926|1438|4|72|3|7|1|2509.4|Completed
87983|1180|3|87|1|3|1|700.17|Failed
12603|1396|2|49|3|46|1|8935.64|Pending
70395|1645|4|55|5|46|2|8845.92|Failed
96537|1415|2|92|2|31|1|6453.25|Failed
47136|1597|1|2|4|18|3|5155.35|Completed
48334|1664|4|78|5|30|2|8085.63|Pending
76284|1582|1|78|5|50|3|7447.28|Pending
9951|42|3|28|3|13|3|9913.79|Failed
20617|1746|3|46|5|34|1|5578.95|Completed
87025|713|1|54|1|45|1|3884.2|Pending
2416|1370|3|46|1|29|1|3576.57|Failed
73812|1018|2|67|4|1|1|3703.31|Pending
97797|925|2|95|5|27|3|1773.45|Failed
53934|1798|1|25|3|15|1|6174.05|Completed
83570|61|1|82|4|17|1|8793.95|Failed
51779|1467|1|34|4|18|2|6650.99|Pending
8003|1650|4|33|4|13|2|265.53|Failed
69919|447|3|66|4|23|3|3296.34|Failed
61568|989|3|89|1|37|1|4955.65|Failed
99383|516|3|15|4|11|2|4856.11|Completed
69667|154|3|4|3|22|2|9740.35|Pending
28253|351|1|92|5|39|2|1936.74|Failed
55252|978|4|57|1|48|2|2136.06|Pending
99533|771|2|23|3|6|3|2398.18|Completed
14331|204|2|13|2|42|1|7340.49|Completed
74368|1178|2|55|1|37|2|3113.96|Failed
65939|1365|3|11|2|3|3|4562.63|Completed
66005|778|2|98|5|50|2|6227.75|Completed
92307|787|1|38|5|49|2|5625.21|Failed
99071|121|2|28|2|36|2|8310.33|Completed
52247|929|4|75|4|23|3|4785.63|Failed
77684|609|2|68|1|32|2|4861.98|Failed
25761|1638|4|86|3|12|1|934.12|Failed
13396|696|1|12|4|38|1|6716.95|Pending
14664|1391|1|86|4|5|1|3490.14|Completed
14096|572|3|26|4|12|3|3612.77|Completed
92401|1677|2|24|3|24|2|2830.28|Pending
20672|1352|3|5|2|43|2|6862.15|Pending
70669|432|3|33|1|16|2|5630.24|Completed
89790|19|4|4|2|48|1|1365.12|Pending
86735|60|3|64|3|47|1|1706.71|Failed
40286|599|1|11|5|27|3|3698.41|Completed
53487|1199|4|5|2|32|3|8379.59|Pending
11204|794|3|39|1|17|3|6423.48|Failed
86743|1807|1|63|1|25|1|2061.29|Pending
30876|758|1|38|3|4|3|5191.91|Completed
57095|1719|1|54|4|32|2|4122.3|Failed
83195|431|4|9|5|21|3|1633.58|Pending
7053|200|3|52|3|9|3|8650.81|Pending
62574|59|3|14|5|42|2|8302.19|Completed
46572|609|3|21|4|22|3|4632.26|Completed
49195|814|1|50|2|13|2|6979.23|Completed
43472|1816|1|67|4|6|1|331.17|Failed
13969|1258|2|53|1|19|2|2969.07|Completed
69643|776|2|74|3|23|2|9606.67|Completed
88530|1194|2|68|3|49|2|2822.19|Pending
92951|755|2|20|5|4|3|1278.9|Failed
15775|605|1|10|3|31|2|2959.23|Pending
9102|359|2|47|3|2|1|4014.64|Pending
72388|1643|3|75|3|18|2|1954.93|Failed
24482|886|2|26|5|27|2|1477.9|Pending
42925|1015|2|44|1|8|2|138.87|Completed
36451|1345|4|38|1|48|2|942.45|Failed
22787|1525|3|72|3|5|3|734.67|Failed
98341|1781|1|1|5|50|2|7262.72|Completed
49519|138|1|57|1|21|3|2569.76|Failed
29732|1690|3|80|1|27|2|2087.64|Completed
54300|1688|1|92|2|50|2|5527.31|Completed
42479|1810|4|63|4|6|2|2629.28|Pending
63071|753|4|18|3|33|1|4945.64|Pending
49025|1657|2|58|3|40|1|8235.84|Pending
99632|439|3|72|1|34|2|7189.32|Completed
82282|1239|1|55|1|8|2|6923.15|Completed
73662|1074|2|67|4|14|3|7872.79|Pending
14317|1269|4|82|2|38|1|1081.07|Pending
8431|969|3|58|4|49|3|2275.54|Failed
85329|1172|1|17|5|11|2|6751.43|Failed
22125|1754|3|13|3|1|1|1421.75|Failed
37615|1067|1|59|3|47|3|6166.11|Failed
46651|1688|1|16|2|28|3|1029.1|Pending
1173|1600|2|19|3|23|3|601.56|Completed
65502|582|3|96|2|9|1|1962.33|Completed
95633|238|2|64|4|10|1|4392.52|Pending
4384|232|1|52|2|26|1|2666.81|Failed
7069|1555|1|55|5|1|3|7272.64|Completed
16925|1199|2|78|5|20|3|1381.26|Completed
5122|1323|1|5|5|35|1|7961.91|Completed
37342|1115|2|37|1|6|3|8354.4|Completed
76399|234|3|21|4|29|2|1151.86|Failed
41657|909|4|34|2|45|3|5373.94|Completed
89971|1065|3|100|5|47|2|2296.13|Completed
4114|935|2|89|5|48|3|9843.27|Pending
28477|48|4|54|4|44|2|2523.31|Failed
68695|958|3|63|5|40|3|4426.95|Completed
54075|1531|3|4|3|1|2|5040.93|Failed
27725|744|2|56|5|10|1|605.22|Failed
85338|1557|3|38|4|2|2|2157.64|Failed
76998|1787|3|65|2|37|2|7250.99|Pending
92995|1001|2|86|4|29|2|9126.98|Completed
87033|868|3|17|5|23|2|89.05|Pending
72084|65|3|65|4|46|1|399.22|Pending
12399|1038|1|47|4|23|2|5460.84|Pending
66834|120|4|65|2|41|2|209.81|Failed
2737|1743|4|63|2|18|1|8280.58|Failed
25334|1516|1|18|4|26|1|5307.3|Failed
36197|1186|3|54|3|39|1|3382.73|Failed
57567|168|3|73|3|17|3|3056.02|Failed
92843|375|3|65|5|30|2|7909.77|Pending
83077|1440|2|66|4|6|1|7144.45|Failed
72149|699|4|90|3|6|1|5844.84|Pending
45254|1452|3|61|5|12|3|59.41|Failed
18816|869|4|85|4|20|3|3758.44|Completed
37986|499|1|69|1|48|2|1310.94|Failed
19475|360|2|27|3|42|1|6679.29|Pending
91876|899|2|89|4|2|2|5198.34|Pending
94340|1742|4|18|4|27|2|7402.68|Failed
51707|275|4|27|4|49|2|5421.02|Completed
83910|607|4|53|4|31|2|6774.13|Pending
86909|800|1|95|4|13|3|7112.23|Pending
18539|585|3|57|5|15|3|8720.26|Completed
42267|1208|4|24|2|18|1|2736.85|Failed
30959|311|3|43|5|2|3|9918.68|Pending
57064|40|3|69|3|37|1|1400.02|Failed
81381|210|4|55|3|1|1|5989.67|Failed
86345|1550|1|62|4|49|2|23.99|Failed
39959|1074|4|66|3|31|1|3577.42|Pending
44765|1268|2|51|3|23|3|7630.1|Failed
39686|1720|4|41|4|14|3|536.42|Failed
22874|929|3|91|2|26|3|1948.47|Pending
75168|51|4|99|1|22|3|1507.44|Completed
37800|1491|1|12|2|27|1|4884.73|Pending
65281|34|2|24|3|19|1|8692.97|Completed
84178|1383|2|71|5|40|3|4105.48|Pending
99905|1622|4|57|4|47|2|8753.28|Pending
86650|1474|1|32|4|48|3|126.57|Completed
30828|732|2|66|5|43|1|6945.05|Failed
17853|15|3|26|3|10|1|656.04|Completed
74849|1073|2|73|1|13|2|2131.95|Pending
29614|1451|1|80|1|9|3|683.3|Failed
47604|1374|2|39|1|12|3|6703.29|Pending
84179|1778|4|13|1|32|2|5134.98|Completed
91136|739|3|82|1|38|1|8736.34|Pending
30874|1761|4|65|4|33|2|9437.17|Completed
41671|212|1|37|5|50|1|3407.98|Pending
76759|1827|1|37|4|38|3|642.2|Failed
26475|179|2|39|3|47|2|4545.74|Completed
12493|1193|3|33|1|7|3|376.75|Completed
3000|1702|3|67|4|38|1|2229.2|Failed
47051|1337|2|41|2|23|2|2947.55|Failed
7637|1560|1|70|2|26|2|546.36|Pending
37297|568|2|76|2|13|1|5887.07|Pending
6498|1439|3|40|5|4|1|3800.8|Completed
20335|1813|4|33|1|33|1|1511.43|Completed
99205|1771|4|37|1|46|3|848.66|Pending
57614|315|3|67|3|7|3|9737.69|Failed
11034|1062|1|45|5|49|2|1229.18|Completed
23712|1493|3|26|2|5|2|5916.67|Failed
41315|878|4|43|4|37|2|4668.46|Failed
94385|1469|3|73|4|49|3|6171.37|Completed
79886|1242|2|11|2|3|3|4391.13|Failed
61336|10|1|5|3|22|1|6552.6|Failed
23835|1767|2|74|3|33|1|4914.12|Pending
91651|971|4|53|2|10|2|916.83|Completed
87660|934|1|26|3|12|3|8451.82|Completed
39659|1179|2|73|5|21|2|3833.06|Completed
33008|745|2|23|3|30|2|4831.82|Pending
49022|749|1|50|5|20|1|6229.57|Pending
14539|1487|1|70|1|7|2|793.94|Failed
71274|1806|3|64|3|36|2|528.05|Pending
10223|965|1|80|5|29|1|9233.86|Pending
99107|1157|2|96|1|34|2|3568.35|Failed
52374|277|4|98|2|22|3|1586.17|Completed
4683|1543|3|97|3|4|3|9489.21|Completed
92474|547|4|49|2|21|2|3342.66|Pending
44599|101|2|6|5|33|1|2789.67|Completed
69828|964|4|7|1|22|2|3963.63|Failed
32430|243|4|40|1|22|2|9982.19|Failed
75722|904|4|51|5|34|1|5326.22|Completed
23616|572|4|86|5|45|1|3023.27|Completed
42863|1816|3|46|4|16|3|6805.94|Completed
35398|233|4|5|3|39|1|4660.82|Pending
66933|595|2|54|4|45|3|6191.62|Completed
62844|1484|4|6|2|5|2|6404.44|Failed
86567|1543|1|61|5|50|2|6940.73|Failed
83625|1357|1|23|4|37|1|7813.68|Failed
40403|214|1|75|2|28|1|8955.49|Failed
64766|209|1|38|1|50|3|2266.32|Failed
25741|498|2|20|2|6|2|6977.42|Pending
70379|1464|2|92|3|33|2|9544.42|Pending
9627|295|3|8|3|38|3|9655.66|Completed
79361|230|1|82|1|37|1|1103.58|Failed
36854|1712|3|71|5|50|2|4388.51|Pending
90825|942|4|63|5|2|1|2156.42|Pending
75486|498|1|15|2|41|3|6539.78|Pending
13897|517|2|90|1|2|2|2737.31|Pending
64970|1024|2|27|5|48|1|2304.04|Failed
43214|1764|4|60|5|41|1|8565.34|Completed
21180|131|4|33|5|32|2|6039.46|Failed
93250|1641|4|44|2|44|2|2137.19|Failed
5467|55|2|51|2|45|3|5721.11|Failed
96410|1754|1|38|1|50|3|1179.06|Failed
90275|730|1|61|5|46|1|679.67|Failed
52598|455|4|19|3|2|2|9983.52|Pending
10675|1807|3|14|2|30|3|920.55|Pending
83708|1203|2|95|4|49|2|8817.88|Completed
7936|154|1|70|4|24|2|6451.04|Completed
34605|1378|3|59|3|12|1|6145.51|Pending
16943|1313|2|1|1|40|1|901.86|Failed
56189|1627|1|59|4|14|3|2545.78|Completed
94786|518|1|65|1|25|3|4584.46|Pending
97053|647|2|81|2|30|3|8214.32|Pending
22134|104|3|85|1|29|1|9872.45|Completed
9605|1699|1|80|5|33|1|6937.31|Completed
43389|463|2|86|5|48|1|1004.5|Completed
87780|1812|4|54|2|19|1|9628.06|Failed
19428|431|4|67|4|40|3|7300.54|Completed
43280|1328|3|84|2|31|1|6909.09|Failed
15040|490|2|50|2|33|1|2658.91|Pending
17248|986|2|19|1|4|2|5496.29|Pending
71762|1107|3|26|3|47|1|8224.84|Failed
34338|1598|1|72|5|9|3|2912.21|Failed
66634|455|2|65|4|10|1|1289.27|Failed
91473|511|4|47|2|27|3|4847.47|Failed
89956|1647|4|3|2|37|2|8007.83|Failed
67992|662|4|2|2|7|3|2230.68|Failed
86693|627|4|16|1|22|3|6587.1|Pending
13668|1760|2|3|3|36|2|6241.55|Pending
7593|737|4|77|1|13|2|6292.11|Completed
99133|594|1|96|3|46|1|5008.34|Completed
37118|1685|2|71|5|4|2|7414.86|Pending
38496|783|1|20|3|3|3|2244.31|Failed
11757|567|4|17|2|32|1|3218.34|Failed
31979|789|2|76|5|11|3|8515.19|Completed
80502|367|1|31|5|19|1|3703.93|Completed
69888|1346|4|78|1|32|2|6635.54|Pending
34671|1752|4|23|1|6|2|4802.77|Pending
933|234|3|34|2|41|3|8548.22|Completed
22499|1661|1|84|1|23|1|4893.23|Pending
40637|659|2|4|4|28|3|2539.56|Pending
82804|442|1|64|5|8|2|1098.53|Completed
24853|1392|1|95|4|25|1|1264.68|Failed
76772|490|2|61|3|4|1|748.61|Completed
69266|1161|2|15|4|14|3|8217.35|Completed
33834|912|3|82|1|4|3|2864.12|Failed
21907|1473|2|73|4|6|3|4705.68|Pending
69024|981|1|99|4|10|2|5406.42|Pending
27336|1557|2|52|4|45|2|5792.17|Pending
84568|1000|4|54|4|24|3|6752.96|Failed
75649|140|4|59|3|18|2|8953.51|Pending
61705|1029|1|34|2|12|1|6403.79|Failed
83933|482|3|14|5|9|3|2039.12|Completed
94596|798|3|36|4|37|2|636.99|Completed
89252|1126|3|78|3|38|3|1903.87|Completed
75508|1604|1|34|1|5|3|9415.95|Completed
29348|480|4|67|2|14|1|8655.7|Pending
31173|1104|4|57|4|11|3|1007.24|Completed
37186|1032|4|16|3|42|3|1406.4|Pending
24754|373|3|92|1|41|1|6756.72|Pending
78504|280|3|90|5|14|3|4491.58|Pending
20071|98|2|43|1|36|1|8701.16|Failed
58021|1570|3|75|4|20|1|4137.68|Completed
42155|49|4|90|3|18|1|9425.06|Completed
27751|843|3|57|1|35|3|7135.45|Failed
45640|458|3|30|3|42|2|5499.33|Completed
38323|1337|2|46|4|46|1|8865.11|Pending
63678|1047|2|88|2|44|2|1081.89|Completed
