loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
1896|341|16|66|7|2|21966.73|Pending
20385|1108|14|25|14|1|33353.17|Approved
67715|335|1|26|24|3|83041.66|Approved
71638|942|44|35|46|3|410075.01|Rejected
29258|1128|35|36|42|3|475834.72|Approved
10445|314|28|82|26|2|86886.39|Rejected
24268|628|10|28|3|3|283148.33|Rejected
90754|711|5|98|1|1|119861.64|Approved
77365|1189|50|94|6|1|434757.12|Approved
17862|1769|12|53|29|3|365203.07|Pending
45555|1612|18|87|23|1|353049.35|Pending
57189|1307|19|76|7|3|271988.96|Approved
28998|1322|22|24|50|1|137013.72|Pending
48250|63|31|67|12|2|424358.69|Approved
9418|118|12|23|48|1|203812.34|Rejected
6493|320|26|49|23|2|304420.45|Approved
83467|1823|15|52|45|2|465799.84|Rejected
99736|422|1|50|11|1|52616.22|Rejected
27499|58|42|73|7|2|497906.9|Pending
33317|1474|25|22|27|3|359897.65|Rejected
32888|85|50|30|29|1|273254.29|Approved
33664|1542|45|32|42|1|316385.68|Rejected
17267|1425|29|86|30|1|215504.35|Pending
26701|123|13|62|27|3|442253.82|Pending
43584|754|12|36|40|3|100457.56|Rejected
3819|194|16|76|42|1|283752.25|Pending
88549|779|26|58|25|3|239827.79|Rejected
14330|1330|36|70|18|2|145442.0|Rejected
9874|89|3|44|29|3|109629.57|Rejected
57706|682|12|86|26|2|205199.24|Pending
9105|1470|20|92|1|2|83422.46|Rejected
54518|1274|38|22|49|2|210158.86|Approved
4024|458|11|63|50|2|244067.28|Pending
86293|1092|30|64|39|2|209158.0|Rejected
53709|1402|23|49|28|3|395366.34|Rejected
62137|598|32|57|40|2|27885.29|Pending
73330|137|7|81|43|1|29355.18|Pending
85367|1627|14|74|19|2|17363.78|Approved
36967|48|21|64|9|1|327364.73|Pending
47106|266|42|6|22|3|329985.54|Pending
40080|1804|45|3|28|1|245046.71|Pending
59760|127|46|13|8|2|275969.0|Pending
4153|782|14|3|49|1|480624.37|Approved
51401|1284|14|50|15|3|348322.46|Approved
23276|827|19|52|42|2|107556.42|Rejected
23873|521|11|89|15|1|102201.42|Pending
96895|719|24|74|23|2|21141.63|Rejected
46215|1768|6|39|26|2|480336.19|Rejected
49391|524|28|32|35|3|403197.05|Approved
9525|967|16|80|50|1|421911.82|Rejected
15747|424|45|15|25|1|52909.56|Approved
56632|1557|21|54|24|2|293563.63|Pending
77627|1519|11|45|31|1|323142.05|Approved
3119|164|18|12|48|1|275343.88|Rejected
46171|597|25|17|25|3|218039.74|Approved
43444|1545|36|25|15|3|53631.77|Rejected
25248|1404|44|40|37|2|132865.4|Rejected
5426|724|5|77|16|1|413997.54|Rejected
20232|801|37|37|17|2|357304.84|Pending
67677|1633|20|31|47|2|405753.19|Pending
71774|1391|30|28|27|2|340050.55|Pending
47866|963|38|49|18|2|202725.46|Approved
79972|1676|11|26|50|2|294925.95|Rejected
99529|1572|6|44|43|1|170239.27|Approved
68798|1053|13|15|25|3|242358.11|Pending
20311|135|20|78|3|3|246879.61|Rejected
67548|1796|44|20|14|3|117968.78|Pending
92942|885|12|53|24|3|28559.98|Rejected
37815|1540|4|59|1|1|484377.26|Pending
92079|377|7|41|7|2|258324.18|Approved
1448|850|44|65|19|2|439117.35|Rejected
37765|1705|43|70|45|3|134894.74|Pending
71961|837|33|45|19|2|281781.22|Pending
95406|1390|39|59|44|2|87091.86|Pending
47181|752|6|2|3|1|285567.24|Pending
44152|597|28|45|20|2|140584.64|Approved
83128|1013|10|74|30|1|42777.0|Pending
90422|1325|25|6|45|1|257315.44|Pending
20902|294|13|10|49|1|262431.83|Pending
45812|1177|49|51|22|2|456213.66|Approved
31812|855|26|7|28|1|110220.32|Approved
45759|1784|37|84|7|2|384771.78|Pending
77434|882|10|93|35|2|471021.2|Approved
59315|211|21|96|4|1|190948.44|Rejected
31557|419|35|5|2|1|481434.93|Rejected
38613|1337|25|42|17|2|154192.67|Approved
95043|134|19|70|50|3|497144.24|Approved
8559|1692|31|18|18|3|407343.58|Pending
61948|1048|26|37|9|1|492788.06|Pending
49095|932|43|27|7|2|245744.92|Approved
32326|689|40|34|38|1|194135.71|Rejected
32061|96|8|58|8|2|167497.23|Pending
30454|930|38|40|36|2|145127.82|Approved
96127|1768|43|58|47|1|437734.92|Pending
64603|517|19|53|44|1|55775.29|Pending
13523|723|43|26|35|2|270245.56|Approved
80890|1619|37|87|36|2|158780.21|Approved
53108|783|39|91|37|1|402750.2|Rejected
15333|183|41|28|5|3|243254.75|Approved
35336|710|44|27|35|1|198382.64|Rejected
9703|1547|9|57|17|1|239039.69|Pending
32856|1294|21|52|18|2|290153.88|Rejected
21427|1514|13|49|6|1|219560.63|Pending
20401|1268|45|83|33|2|26241.59|Pending
79724|961|17|80|33|1|425910.89|Pending
667|1033|21|84|25|3|117835.89|Approved
1457|1424|3|15|16|3|404772.11|Approved
50431|11|42|73|42|2|435172.08|Approved
90190|1451|11|16|35|1|88021.28|Approved
98900|1702|4|29|7|3|448499.71|Pending
44041|958|47|30|2|1|488173.99|Approved
63185|1042|23|41|45|2|182435.7|Approved
22332|758|44|88|31|3|150526.98|Rejected
30398|1669|19|1|48|1|251155.58|Approved
24231|1078|18|28|28|1|262525.42|Pending
30084|168|50|45|42|1|166518.29|Approved
10367|1695|23|18|45|1|499488.0|Approved
56184|1489|50|28|22|2|355178.11|Rejected
71966|641|11|85|20|1|499523.34|Pending
63308|1232|33|20|18|1|236704.79|Approved
94979|1787|38|51|5|3|368234.12|Approved
97600|627|12|66|44|2|334271.44|Approved
63674|1418|29|58|27|2|73530.15|Rejected
53159|1244|44|37|49|3|323378.08|Rejected
3350|1695|32|69|37|1|66846.21|Approved
25448|763|1|80|2|2|134960.83|Pending
59781|1664|30|76|36|2|71639.71|Rejected
19421|315|36|93|38|1|366138.02|Rejected
31017|1627|41|46|1|2|460596.04|Approved
48580|1282|19|46|42|2|266981.92|Pending
49501|594|50|11|48|3|197292.2|Pending
66958|522|19|8|50|1|187787.54|Rejected
67081|54|10|49|8|3|486922.64|Rejected
59326|271|6|52|33|3|209398.89|Approved
57445|955|37|73|45|3|418666.84|Approved
62035|976|43|69|20|2|165005.13|Rejected
52048|495|8|94|45|3|110895.81|Pending
18241|559|22|22|22|1|252897.17|Pending
78186|1606|25|4|39|2|475314.17|Rejected
52648|605|19|65|29|1|246355.85|Pending
61835|59|28|65|36|1|331264.24|Rejected
2555|1517|27|10|27|1|68035.08|Approved
23739|1040|10|28|50|3|414002.05|Approved
38093|361|23|22|5|2|26140.82|Approved
7231|333|46|48|42|1|32251.17|Approved
9581|450|36|68|42|2|282488.04|Pending
15762|81|3|33|3|2|413428.63|Pending
53606|151|24|5|46|3|207425.76|Pending
72997|381|33|73|9|1|488750.47|Pending
15865|1827|11|74|30|2|171898.99|Pending
14293|820|6|78|12|2|337679.99|Approved
83800|225|7|28|10|3|14049.15|Pending
37064|1610|33|15|2|3|133222.48|Rejected
81732|368|30|86|31|2|238984.35|Rejected
97924|1161|4|57|18|1|430229.61|Approved
2541|476|4|40|18|1|26291.57|Pending
3486|181|22|65|21|1|208739.86|Rejected
96244|1613|46|38|44|1|262175.59|Rejected
97602|1577|29|13|45|2|424495.45|Approved
57624|1030|49|99|45|1|489300.44|Rejected
4851|1523|45|64|31|2|321548.73|Approved
50405|1716|3|43|25|3|76170.84|Rejected
1370|1124|34|10|37|3|455970.21|Pending
86632|1584|40|40|39|3|21210.85|Rejected
17329|1653|20|21|15|1|219372.41|Pending
24292|726|4|55|7|1|183950.3|Rejected
56695|100|38|100|40|2|298840.64|Rejected
70104|399|5|16|1|1|21523.31|Rejected
86318|1518|28|90|46|2|34943.7|Rejected
16312|317|9|18|7|2|389959.65|Pending
10583|1089|49|43|11|3|255952.43|Approved
96525|1152|31|52|25|1|110216.84|Rejected
9739|1423|23|67|10|2|383655.6|Pending
40153|381|3|46|39|2|472147.44|Rejected
76451|1616|3|64|8|3|77095.98|Approved
23614|1403|33|22|46|3|400785.38|Approved
64006|84|17|31|48|2|394891.35|Approved
50618|576|47|80|49|3|327524.3|Approved
88123|928|5|4|9|3|478129.1|Rejected
65957|1563|29|85|8|2|264575.11|Pending
63375|1430|29|100|26|3|273420.4|Approved
16786|463|13|80|22|3|134286.21|Rejected
43264|953|45|98|6|3|28911.96|Rejected
7668|537|41|25|27|3|423260.78|Approved
80932|906|1|16|20|3|344571.08|Rejected
11166|947|46|23|4|2|45138.45|Pending
26453|907|13|32|7|2|288862.89|Pending
33515|300|10|3|2|2|157241.56|Approved
96531|620|34|54|39|3|263079.95|Rejected
4294|1307|41|53|4|2|498984.2|Pending
7672|329|7|94|30|1|54445.56|Pending
33848|877|39|32|31|3|35043.22|Rejected
13061|252|37|69|14|1|156018.84|Rejected
90890|488|33|35|2|1|295639.64|Approved
6385|86|16|11|16|3|213768.24|Pending
24907|535|45|21|31|2|184253.69|Pending
54424|1004|10|80|38|2|196295.18|Pending
91115|1237|6|78|43|1|421754.63|Pending
71609|739|3|42|49|2|424334.04|Approved
62251|99|43|69|29|1|444095.5|Rejected
24353|665|17|27|28|1|272945.32|Rejected
82728|732|48|2|2|2|337433.64|Approved
88543|1035|26|42|36|3|40238.84|Rejected
41279|103|48|20|8|3|399010.17|Approved
61963|1757|16|16|26|1|75543.84|Approved
5423|1534|16|58|42|2|51043.25|Rejected
43621|1363|42|56|5|3|296383.52|Pending
30087|1131|20|69|29|1|114385.95|Approved
73039|442|9|89|25|3|276973.42|Rejected
71078|142|42|42|44|2|22081.1|Rejected
172|159|36|30|34|3|349266.44|Pending
48933|486|2|72|38|2|469908.11|Rejected
57248|775|28|23|8|1|192816.79|Rejected
23151|239|34|54|20|2|145720.92|Approved
93188|407|48|3|14|2|209323.04|Rejected
24167|1585|28|28|38|3|459262.25|Rejected
88403|734|22|13|34|3|222475.1|Rejected
69804|379|12|93|23|2|226571.79|Rejected
68902|1516|42|20|21|2|218834.02|Approved
61167|336|14|42|4|1|39907.94|Pending
40563|395|26|15|27|3|455956.1|Rejected
33378|1320|25|94|34|3|237805.12|Approved
84752|1464|45|72|12|2|182973.12|Approved
55441|457|25|16|19|1|155859.82|Rejected
60420|1409|12|49|48|2|464300.13|Approved
40951|1340|45|78|21|3|304523.36|Approved
62739|1460|25|8|33|2|387023.95|Pending
64347|473|3|47|20|1|370943.63|Pending
67662|90|44|75|41|2|206064.14|Approved
27603|1682|26|44|29|3|193203.54|Pending
4280|1291|50|21|37|2|65203.74|Rejected
30366|1455|4|41|5|2|348907.22|Rejected
10461|1687|3|38|44|3|432524.03|Approved
19088|1232|37|97|2|3|494648.71|Pending
2852|212|37|14|19|3|172868.79|Pending
95791|1020|18|4|21|1|108460.12|Rejected
82862|1400|47|53|37|3|194506.87|Rejected
18341|479|29|47|27|3|85124.96|Approved
60737|458|1|94|19|2|175870.74|Rejected
88441|1701|22|17|41|1|316353.03|Pending
71735|525|36|19|50|1|64058.1|Pending
12924|549|45|75|7|1|17805.64|Approved
65128|1285|9|94|18|3|53743.63|Pending
55329|1534|40|27|17|2|155671.38|Approved
38957|1729|24|82|49|1|84865.28|Rejected
94899|1219|23|47|50|1|392047.35|Pending
36510|71|7|31|45|3|348486.81|Rejected
70733|1685|45|91|42|2|31864.19|Pending
16060|217|46|85|38|2|286478.72|Approved
82577|1409|26|100|22|1|176799.83|Approved
25068|285|31|33|39|3|313073.27|Pending
99593|705|1|4|37|1|34318.34|Pending
12482|751|18|35|27|1|346813.25|Rejected
81575|580|40|72|33|3|232594.42|Rejected
30530|1561|33|65|29|2|499315.77|Rejected
89982|1197|19|61|27|1|53566.37|Approved
65027|415|13|87|17|1|339250.65|Approved
75321|1765|34|20|18|3|48389.7|Pending
74072|1140|46|83|13|2|71767.28|Pending
80029|1290|28|43|15|3|20460.36|Rejected
32909|868|6|6|10|3|198892.05|Approved
41370|674|10|90|41|2|442175.48|Approved
24878|170|9|51|37|3|368325.83|Approved
50205|182|24|80|3|3|241687.47|Rejected
78875|64|15|94|27|2|208334.82|Approved
67514|569|13|48|19|3|467636.53|Rejected
18839|1807|26|30|48|2|246491.01|Rejected
97523|927|34|92|32|1|236684.58|Rejected
32863|1180|7|31|34|1|7851.69|Approved
51631|1324|48|66|32|2|440710.08|Approved
34332|1043|11|76|21|3|23758.01|Pending
27072|1660|13|10|30|2|32961.97|Rejected
6415|727|15|39|24|2|378635.68|Pending
62876|428|30|42|44|3|460008.03|Approved
71400|1712|48|37|9|1|396605.85|Rejected
7463|76|2|78|4|2|234247.25|Approved
69482|229|49|95|23|1|199732.35|Approved
35182|1602|10|69|50|2|456625.7|Rejected
90410|640|18|87|35|2|428415.23|Pending
32436|461|29|87|42|2|357107.58|Approved
77380|1449|44|57|42|2|31004.95|Rejected
16114|1206|6|38|10|1|111070.3|Pending
77287|1821|23|50|33|2|168548.5|Rejected
62477|241|18|51|21|3|373817.25|Pending
82196|484|48|59|14|2|290341.59|Approved
55915|219|2|4|14|3|24206.25|Approved
72791|666|42|78|48|1|255154.8|Pending
47538|1593|6|78|50|3|253170.76|Approved
84602|875|9|96|28|1|479345.31|Approved
70712|873|36|57|18|2|266246.25|Rejected
28665|158|32|9|45|2|203168.46|Rejected
20662|130|20|32|35|1|484392.01|Pending
84743|1446|2|100|22|3|268143.54|Rejected
76717|286|50|84|3|1|359284.37|Rejected
7175|1214|43|38|37|2|144492.22|Rejected
69761|1736|11|66|12|2|176242.04|Approved
85977|837|40|85|47|1|89622.43|Pending
15061|547|40|99|23|2|368734.08|Rejected
94032|242|47|1|15|1|182020.0|Pending
30680|23|18|98|42|3|330331.62|Rejected
12859|510|7|49|48|1|309171.19|Approved
98599|1303|41|69|9|2|103495.95|Pending
59971|1629|4|80|31|1|340598.42|Approved
10172|1800|21|67|39|1|141695.62|Approved
59211|1161|26|86|14|1|146966.51|Rejected
17050|436|27|45|12|2|488962.88|Pending
19856|799|10|94|41|2|465036.82|Rejected
44612|188|25|9|24|2|8047.06|Pending
13342|322|19|54|37|1|394628.68|Pending
62534|794|5|25|47|3|118154.37|Pending
86209|305|19|46|25|3|316752.09|Rejected
87174|1253|14|53|30|3|131466.33|Rejected
26176|1117|46|70|32|3|109627.47|Rejected
67324|334|30|99|24|3|32913.01|Approved
66483|936|2|89|31|2|285741.54|Approved
44466|1139|11|81|25|1|419367.57|Pending
26837|568|1|19|39|1|338217.18|Pending
72156|1729|45|79|25|1|468587.58|Approved
64439|674|45|44|44|2|178036.63|Rejected
11449|43|41|73|26|2|85331.06|Approved
46919|1455|26|34|16|1|159423.27|Pending
7581|1210|13|94|11|1|430563.39|Approved
17443|1466|2|32|32|2|161522.37|Approved
35779|1059|16|3|3|1|10095.2|Rejected
81204|1053|2|94|7|1|458808.92|Approved
29973|1140|34|26|10|1|430035.63|Rejected
81107|285|29|7|5|2|415418.25|Approved
30284|1806|42|54|3|1|175946.69|Pending
46336|1599|18|20|25|3|401871.81|Rejected
20074|1545|36|73|7|2|68939.66|Approved
11425|204|42|1|49|1|300756.77|Rejected
1352|1122|5|80|36|2|322041.52|Rejected
12011|169|5|83|5|3|61405.59|Rejected
78710|1087|11|83|30|3|279309.95|Rejected
70164|153|15|3|3|3|185749.09|Pending
31426|795|19|71|28|2|340177.3|Pending
12622|341|7|96|39|1|65884.95|Rejected
11351|324|27|44|22|3|473147.73|Rejected
86511|386|22|42|4|1|396064.35|Approved
1894|1752|33|14|4|3|490284.41|Pending
11335|503|3|77|45|3|259421.67|Rejected
10171|1144|1|28|18|3|361775.96|Pending
14746|445|26|47|32|1|302956.06|Rejected
66628|1468|35|70|48|1|400387.66|Rejected
20173|659|17|4|43|1|362663.42|Approved
77218|567|46|23|28|2|275482.18|Approved
84837|1731|28|93|22|3|310555.34|Pending
86305|1247|41|34|13|3|250975.39|Approved
30380|208|11|61|21|1|141369.01|Approved
55278|293|8|78|9|1|351767.62|Pending
93857|13|29|97|12|1|9178.94|Approved
16093|423|44|72|43|2|7946.8|Pending
80462|905|20|14|26|2|14318.67|Pending
22460|1206|23|20|47|1|22476.61|Approved
60013|1138|27|100|13|3|199795.51|Rejected
11442|384|46|77|41|3|119670.03|Rejected
41960|1502|28|67|21|3|19681.05|Approved
78167|1805|36|81|12|2|433658.21|Approved
42358|371|1|66|22|3|383531.81|Approved
36269|743|46|25|24|2|96158.27|Pending
28196|1169|1|93|29|1|475556.53|Rejected
23318|1019|34|57|17|2|329334.55|Approved
43705|634|21|29|46|2|367264.42|Rejected
21331|1718|12|45|15|2|129585.97|Approved
52434|1066|14|17|28|1|77552.85|Pending
52924|1056|19|82|34|2|72798.94|Rejected
81541|279|36|58|9|1|463091.1|Approved
51723|1094|35|22|16|1|348348.62|Rejected
24397|857|17|28|38|3|268476.11|Approved
26232|248|10|73|23|1|151466.28|Approved
64909|920|48|89|7|1|143515.06|Approved
29351|547|28|78|13|3|194250.51|Pending
45424|1600|3|49|29|2|422385.07|Pending
13417|1707|11|95|18|3|16918.45|Approved
59354|259|16|55|41|1|226380.72|Rejected
83083|537|35|72|5|2|331496.65|Approved
60972|800|8|10|14|1|40732.62|Pending
31153|368|49|8|10|3|328708.8|Rejected
2935|1552|19|32|7|3|431955.11|Approved
21740|12|43|1|39|1|233728.97|Pending
86150|1188|50|36|34|1|112121.82|Approved
43812|552|31|39|24|3|94651.52|Approved
18019|1353|5|94|41|1|416219.54|Pending
254|407|50|4|22|3|111675.26|Rejected
5567|1197|2|38|35|2|172956.35|Pending
54929|510|11|75|7|2|197502.81|Approved
87256|1690|44|79|34|3|478143.32|Approved
57251|1548|35|75|24|2|331366.47|Pending
23155|1680|46|74|47|3|74945.65|Rejected
99034|698|1|34|15|2|180964.98|Approved
36565|156|13|80|24|3|359612.54|Approved
39076|146|25|90|30|2|75915.0|Pending
20515|948|2|70|7|2|32890.05|Pending
78777|1060|17|22|17|3|112386.98|Pending
66801|522|24|15|20|2|328443.94|Pending
60392|1725|48|50|45|3|124758.05|Approved
37014|673|30|21|7|1|203777.07|Rejected
7957|670|46|76|40|2|301940.38|Approved
35357|692|7|37|8|2|452370.44|Rejected
81348|987|47|100|34|1|397370.39|Approved
20797|382|20|48|38|2|273825.83|Rejected
88291|519|10|99|3|3|42132.8|Approved
6989|452|35|17|13|3|224339.83|Rejected
50790|1670|5|80|12|3|490653.51|Rejected
96977|252|24|86|36|2|139052.97|Approved
12783|310|47|59|32|2|308605.22|Approved
90285|1757|2|49|15|2|401168.68|Rejected
87448|1142|18|5|40|2|78701.45|Rejected
67115|867|37|86|28|3|386930.22|Pending
90395|86|30|52|15|1|301257.28|Pending
7318|517|50|57|2|3|174336.56|Pending
7622|266|24|36|45|2|63492.76|Approved
48877|514|28|69|50|3|38853.78|Approved
44170|1228|16|96|50|2|420467.55|Approved
35843|1487|22|72|18|3|333144.07|Rejected
94253|604|47|87|9|3|49819.43|Rejected
26077|713|10|34|26|3|288431.14|Approved
51332|318|15|47|34|1|484658.68|Rejected
65807|370|23|74|2|3|178986.95|Rejected
63282|1419|49|100|8|3|307619.59|Rejected
54658|259|23|79|12|2|446364.84|Rejected
36239|877|8|64|37|2|29808.63|Pending
14253|77|31|80|6|1|122439.83|Pending
50155|1130|4|55|34|1|5797.93|Rejected
93568|1360|27|49|46|3|265720.38|Approved
60388|274|23|38|48|2|437335.79|Rejected
75830|135|9|8|17|2|476994.87|Approved
13773|134|50|60|49|3|496330.4|Pending
76946|1562|42|52|14|2|96725.05|Pending
12816|1457|7|18|41|2|95954.28|Rejected
63041|1097|25|10|7|1|460373.3|Pending
94029|1785|42|69|48|2|49898.65|Pending
84784|1047|10|5|33|3|109593.1|Pending
13190|267|1|35|40|1|198905.67|Pending
54346|966|28|35|35|3|143380.6|Rejected
83304|1021|49|45|49|3|492240.94|Approved
62388|1296|35|69|34|1|166358.33|Pending
98051|517|49|99|22|3|156839.1|Rejected
4382|631|33|100|9|3|7382.95|Rejected
12697|850|12|8|28|3|350527.84|Pending
18638|946|21|70|28|1|300150.34|Approved
26752|5|31|85|29|2|337651.63|Approved
55077|783|19|43|7|2|343179.26|Approved
1889|436|9|60|30|3|239201.51|Rejected
26312|1407|25|35|28|2|88743.07|Pending
47463|879|4|53|3|3|265852.59|Approved
98623|1245|43|51|17|1|193751.09|Pending
38811|213|1|73|43|3|363476.84|Pending
58400|1336|34|43|49|1|212937.5|Pending
61229|918|25|49|48|3|35974.89|Approved
92895|693|50|41|35|1|238118.92|Approved
71734|357|7|56|13|3|222521.63|Pending
68509|830|49|36|49|3|35289.48|Rejected
6872|105|29|100|13|3|376294.24|Pending
16646|1515|50|44|37|1|496243.39|Approved
31824|1534|45|15|26|1|199145.44|Pending
53847|688|49|66|6|3|418038.0|Pending
21714|1770|34|66|20|2|230722.71|Approved
25516|982|9|95|10|2|169878.52|Pending
40361|1195|20|21|27|3|180087.04|Approved
19086|343|5|14|1|1|422377.88|Rejected
28763|1713|33|16|2|2|21683.43|Approved
71979|1701|25|25|50|3|60270.98|Approved
23025|1410|41|28|33|3|228501.93|Pending
50912|1024|8|70|47|1|168013.06|Pending
20603|322|2|32|8|3|420178.97|Pending
72106|374|33|40|11|2|419445.99|Rejected
63745|10|4|44|26|2|407016.45|Pending
54927|1129|50|87|33|2|234460.87|Rejected
37675|104|33|75|12|1|469723.19|Rejected
66238|1663|11|14|44|1|278689.72|Pending
48008|11|22|67|50|3|287933.87|Pending
38156|154|3|19|29|3|404388.04|Pending
74125|935|26|75|19|3|338296.15|Rejected
77842|843|45|100|28|3|471107.3|Approved
84716|58|23|44|24|2|84221.62|Rejected
64528|1702|36|95|46|3|52157.57|Rejected
71669|881|9|67|7|1|304906.43|Pending
1540|836|19|62|6|3|261632.01|Approved
96689|1440|38|90|18|3|212578.02|Pending
8950|1710|7|2|4|3|305221.24|Pending
27195|1560|26|64|32|3|414007.19|Approved
45244|554|39|70|31|2|381568.04|Rejected
66635|1502|30|91|6|2|429416.53|Rejected
29158|657|49|52|8|3|43981.7|Approved
76273|45|15|39|34|3|214014.34|Rejected
2822|889|22|20|1|1|241706.83|Rejected
35343|1351|47|5|16|3|219593.07|Approved
36146|384|8|74|45|2|55824.27|Rejected
89931|1636|41|15|44|3|69522.78|Pending
39022|1256|36|12|50|3|174350.48|Rejected
51693|181|8|51|29|2|263180.51|Pending
59684|1270|46|74|8|1|90975.99|Pending
56778|154|10|2|47|2|338658.22|Approved
7994|1093|41|7|21|3|125960.65|Pending
46213|1142|20|100|8|2|59107.8|Rejected
62501|983|40|66|40|2|466952.88|Pending
38842|1270|33|41|48|1|145858.37|Approved
690|1255|39|92|38|1|203943.66|Approved
63999|308|33|49|4|2|224980.7|Rejected
77437|41|38|28|24|3|105115.71|Approved
28748|700|27|53|41|1|277121.25|Rejected
99701|743|37|85|27|2|394599.03|Approved
99570|6|2|100|47|3|442994.02|Rejected
23329|43|33|92|14|3|458462.35|Pending
86352|291|6|22|49|2|34165.56|Pending
15807|966|12|56|5|3|161125.56|Approved
28899|436|38|58|43|1|161528.5|Approved
19057|9|13|77|44|3|435762.82|Rejected
63520|1084|1|78|22|2|62710.79|Approved
57186|610|21|75|29|1|269918.74|Approved
36399|764|16|19|1|3|202606.81|Approved
37882|1401|45|94|37|3|379748.05|Rejected
26951|1450|9|73|11|2|195978.04|Pending
59166|1293|8|23|18|3|289406.9|Rejected
18696|1217|11|51|24|2|434062.54|Rejected
7986|89|5|1|39|2|33903.32|Rejected
18992|1243|45|53|50|2|458080.47|Pending
1121|1058|33|43|2|3|10008.22|Pending
23424|176|25|42|44|2|76501.27|Rejected
1554|465|21|22|23|2|96512.91|Rejected
65899|1757|1|98|45|3|472407.87|Rejected
8536|459|19|99|2|3|396280.64|Rejected
98350|841|5|18|25|2|83097.48|Pending
47791|29|4|16|39|1|412656.64|Approved
75101|319|32|81|45|2|143437.49|Pending
33178|288|14|94|20|2|199963.57|Pending
43863|1631|9|5|43|1|172621.99|Rejected
14567|901|24|70|17|1|218944.11|Rejected
12608|133|24|65|42|3|9864.86|Rejected
50564|647|28|61|37|2|77719.61|Pending
73475|913|8|27|1|2|324957.75|Pending
8153|1462|10|100|2|3|282795.13|Rejected
95281|1403|36|35|46|1|192107.89|Pending
22166|632|13|25|9|3|190933.21|Rejected
31963|754|33|100|13|2|275433.79|Pending
87937|1046|29|22|37|2|341748.84|Rejected
82269|870|47|45|31|1|43276.48|Rejected
12896|390|10|94|23|3|23031.5|Rejected
33618|646|25|27|6|2|488484.5|Pending
34574|989|18|27|38|3|207890.93|Approved
63600|1604|46|6|22|1|15519.99|Rejected
10419|614|48|83|18|2|387598.85|Approved
47576|736|14|46|17|2|356425.2|Rejected
70266|653|5|58|50|2|387130.52|Approved
70270|1053|26|24|24|3|296217.35|Pending
33231|537|1|75|21|1|277636.11|Rejected
95334|1402|47|72|30|1|420557.35|Approved
98286|1010|2|77|35|2|39332.14|Pending
73444|50|13|5|8|1|358287.08|Pending
30722|638|18|67|26|2|474135.68|Approved
28541|152|20|49|8|3|479467.75|Pending
48755|842|36|11|1|3|132874.99|Rejected
790|1515|50|60|5|2|251414.46|Pending
21034|101|43|52|47|3|110972.79|Rejected
38243|971|10|9|39|1|110244.74|Pending
29668|486|7|6|20|2|125184.3|Pending
15819|1329|35|9|8|2|474661.88|Rejected
91712|1792|40|23|42|1|492101.17|Approved
51399|706|44|23|47|2|74857.75|Rejected
25418|818|30|84|28|3|427703.26|Approved
78873|390|14|1|41|3|305909.65|Rejected
48492|58|49|72|3|1|203187.36|Rejected
13425|357|3|41|1|3|458624.77|Pending
20666|414|6|64|37|3|181913.12|Rejected
12414|1730|45|27|2|2|179520.59|Rejected
46258|1176|32|37|45|1|456451.57|Approved
48276|1282|35|99|24|2|235368.68|Pending
81687|1618|42|75|40|2|408284.65|Approved
9706|830|18|3|6|3|441868.56|Pending
87120|1175|31|89|37|3|494469.62|Pending
41550|1217|19|82|41|3|8120.93|Approved
47416|1535|39|73|17|1|58688.55|Pending
55579|1423|6|24|18|2|246443.45|Rejected
90741|1651|22|97|32|3|7945.33|Approved
21088|479|1|9|36|1|220340.54|Rejected
92064|1169|44|69|48|1|429593.98|Pending
70757|1475|27|65|30|1|375879.3|Approved
45020|1740|9|26|21|2|94343.58|Approved
56118|1269|37|69|35|3|468833.28|Approved
3766|941|39|79|9|2|99882.81|Approved
9535|577|48|51|12|3|271921.5|Pending
66138|767|13|30|15|2|60211.93|Approved
76458|835|39|28|8|3|390530.58|Approved
51151|751|34|9|10|1|420490.25|Pending
79828|1805|8|13|49|2|168851.93|Approved
47436|1469|34|12|1|3|63508.87|Approved
21213|570|11|8|42|2|257843.76|Pending
67689|184|18|52|8|1|316757.01|Pending
69937|896|35|50|5|2|185541.31|Pending
69130|1788|19|56|38|3|128426.99|Pending
5375|600|41|4|17|2|107786.29|Approved
79264|1669|2|91|48|2|474722.56|Rejected
15117|1503|6|46|33|2|70501.09|Rejected
98537|1200|19|95|49|1|327554.37|Approved
3100|318|7|20|35|3|36644.13|Rejected
32316|1343|10|55|40|1|310969.19|Rejected
55330|1332|3|85|35|3|271157.64|Pending
93330|522|18|12|35|3|225551.85|Rejected
21229|1534|39|57|27|1|474456.37|Approved
14807|1291|17|97|15|3|93536.56|Rejected
8035|617|12|37|36|2|197757.62|Approved
61923|761|48|10|3|1|446135.91|Pending
8820|1687|4|41|13|2|102939.43|Approved
92568|1371|6|100|45|2|277890.73|Rejected
3996|51|22|82|13|1|263510.75|Rejected
49595|180|50|79|23|2|415196.66|Rejected
3506|1431|19|78|24|2|112018.02|Rejected
52389|986|17|50|50|2|445482.44|Rejected
52514|910|13|9|2|1|315844.61|Approved
77092|1188|23|41|35|2|49664.46|Rejected
15923|1789|13|20|14|1|194346.1|Rejected
