interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
35507|1086|54|3|38|Email|4
42668|548|99|1|49|Call|4
22364|199|29|3|40|Chat|5
75510|828|73|5|20|Email|5
62611|745|80|1|25|In-Person|3
5474|1665|23|1|50|In-Person|1
23160|882|14|3|45|Call|3
94870|173|52|5|4|Call|2
56250|503|49|1|1|Chat|5
37545|420|65|3|17|In-Person|1
39947|214|84|3|21|Chat|3
43730|1059|84|5|39|Chat|5
41876|1535|43|5|5|Call|1
82443|191|69|3|11|In-Person|3
96664|44|14|5|23|Email|3
37106|836|26|4|19|In-Person|2
2078|144|27|4|14|Call|3
33648|1471|47|4|13|In-Person|2
28338|600|38|3|12|Call|5
14946|110|48|2|25|Email|5
8570|529|25|3|24|Email|2
25285|540|89|4|19|Email|4
25232|1297|76|5|26|Call|5
94473|1803|25|3|4|Call|5
70927|720|67|5|17|Chat|2
36405|431|96|3|44|Call|3
32083|728|50|4|10|In-Person|2
59081|548|90|4|5|In-Person|4
38540|475|4|2|11|Call|2
59840|1373|92|3|12|Email|5
43604|758|96|2|33|Chat|1
22085|257|90|1|11|Chat|3
51345|21|1|5|8|In-Person|4
24123|1278|56|3|14|In-Person|2
21124|395|24|2|23|Chat|4
46479|118|37|4|44|Chat|5
69278|199|73|4|35|Chat|3
37174|743|27|2|25|Email|5
25866|1357|61|3|16|Email|2
13444|524|13|5|32|In-Person|4
37223|1153|16|3|41|In-Person|2
82467|664|57|2|48|Chat|5
27524|230|81|3|50|Call|4
99467|1779|14|4|15|In-Person|1
40297|416|70|1|7|Chat|2
53518|877|9|3|37|In-Person|1
13990|1326|87|1|5|Email|1
62767|135|21|2|50|Chat|1
62970|793|96|3|7|Chat|5
71985|1698|41|2|1|In-Person|5
98697|1029|14|2|3|Email|4
13869|1495|36|4|36|Email|5
38528|1|39|3|41|Email|4
18025|1204|38|1|13|Call|4
41398|841|24|3|29|In-Person|1
61089|1804|40|5|43|Call|4
75788|173|29|5|32|Call|4
4221|57|62|5|34|In-Person|5
92513|1159|22|3|5|In-Person|3
94764|1068|99|2|5|Email|2
81849|1597|84|1|12|Email|2
53185|1640|86|2|10|In-Person|4
18782|1069|92|3|7|Chat|4
15509|871|55|2|26|Chat|5
37198|64|34|2|14|Email|3
18924|676|63|2|32|Call|1
64998|981|25|1|25|Email|2
21398|632|48|3|8|Email|5
90631|1239|16|1|11|Chat|1
63823|177|19|5|29|Chat|4
10056|1806|41|3|20|Email|4
46106|1249|57|1|11|In-Person|3
48737|725|91|5|24|In-Person|4
94421|848|95|3|39|Call|4
3179|439|51|3|5|Email|5
43310|594|73|1|12|Call|1
41553|221|83|2|44|Chat|4
12486|1297|73|4|7|Email|3
6941|771|59|2|23|Email|2
36747|289|17|2|41|Call|2
79916|1231|82|4|12|Chat|5
93252|669|63|4|45|Chat|4
8020|914|56|1|22|In-Person|5
82848|921|54|2|34|Email|5
14765|336|34|3|11|In-Person|3
83098|1669|79|1|31|Chat|1
6508|737|10|2|15|Email|4
1217|1683|44|4|19|Email|3
47253|1541|3|4|29|Email|1
66902|253|55|5|9|Email|3
62233|459|24|5|12|Call|2
17173|48|34|1|7|Chat|2
21073|665|52|2|18|Call|2
10007|1309|44|3|47|Email|2
57839|1126|31|2|49|In-Person|3
92339|630|92|1|46|Chat|4
59791|1827|2|1|11|Call|2
18292|1664|34|2|26|Call|2
49274|1338|73|3|4|In-Person|2
73976|1637|93|3|21|Call|1
37512|1466|52|4|35|Call|1
3901|1484|71|1|24|Chat|5
10093|220|42|2|17|Chat|5
46645|815|99|4|23|Chat|5
86208|1114|4|1|9|Call|5
65056|917|95|1|24|In-Person|1
17175|1529|81|3|14|Chat|1
97310|904|73|2|21|Email|1
63241|647|58|4|17|Chat|1
73668|1582|86|3|25|Chat|3
80415|248|55|4|24|Email|4
88431|1098|42|3|33|Email|5
80027|1249|46|1|5|In-Person|1
2646|899|91|2|23|Call|2
70356|1330|35|1|41|Email|5
2563|1252|88|1|21|Email|3
17918|597|45|2|48|In-Person|2
26461|1134|38|4|9|Email|2
75865|1174|50|4|48|Chat|4
72862|999|94|2|48|Email|3
99979|1157|21|3|39|Chat|5
84224|1495|72|1|43|Chat|4
65912|1331|36|5|44|Chat|5
4019|241|39|2|38|In-Person|1
40623|279|85|3|43|Call|3
57368|816|80|1|40|Email|3
33706|1256|81|2|25|Chat|1
68524|311|62|4|2|Chat|3
97118|1200|85|1|23|Chat|3
98768|1452|92|5|27|Call|5
76139|450|65|5|20|Email|1
25766|1725|24|1|25|Email|1
15096|178|88|5|41|In-Person|2
99599|219|100|1|33|Chat|5
77382|816|7|2|38|Call|2
99357|1396|77|4|33|In-Person|2
81738|196|2|1|35|Email|2
68487|136|65|3|20|Chat|2
52681|1121|26|2|43|Call|3
6333|662|59|4|17|Call|2
3961|1710|49|5|44|In-Person|2
3767|1037|75|2|26|In-Person|1
17833|1578|17|1|28|Email|2
42366|1241|27|2|36|Chat|3
89135|1734|65|1|35|Email|1
24528|24|45|3|28|In-Person|5
23124|160|42|2|26|Chat|5
88496|1611|25|1|10|Email|1
36089|152|28|4|21|Call|4
9222|1123|79|5|49|Chat|4
31293|1161|98|2|21|Call|3
88428|1101|100|2|40|Call|4
78386|420|18|2|16|Call|2
33157|1070|66|5|15|Email|1
93514|1413|2|2|47|Call|4
50269|303|64|3|5|Call|1
6560|544|66|3|6|Email|2
91602|733|64|2|40|Call|1
8606|428|22|5|18|Call|5
24147|1022|35|2|22|Call|5
36467|838|37|5|46|Chat|1
58156|1608|48|5|17|In-Person|5
27236|669|27|2|48|Email|1
98388|218|29|4|45|Email|5
16136|739|74|3|35|Chat|4
67155|44|2|2|22|In-Person|5
62949|736|75|5|42|Email|2
31615|636|89|3|46|Call|3
5777|1817|24|4|20|In-Person|5
15274|232|48|2|12|Call|2
9715|571|58|1|10|Email|3
63608|264|5|2|23|In-Person|1
95291|368|39|2|37|Chat|4
98792|123|32|5|12|Call|3
3036|47|7|1|49|In-Person|3
52139|939|45|3|12|In-Person|4
14320|1491|75|1|26|Email|2
22442|1683|60|2|31|Call|3
53026|1641|42|5|37|Call|2
5834|853|52|3|10|In-Person|5
58067|1739|48|3|10|Call|1
9027|1093|81|3|2|In-Person|5
38599|839|62|5|2|Chat|3
84719|237|31|1|14|Email|5
56660|1180|94|5|38|In-Person|2
66457|420|86|2|13|Chat|3
12445|497|76|5|37|Call|1
53655|179|70|5|45|Chat|2
38267|484|67|3|17|Call|5
47126|1319|75|5|12|Chat|2
82370|1782|31|4|4|Email|3
61511|1544|29|5|42|In-Person|1
58273|408|48|1|17|Call|4
88668|1679|62|4|39|Email|5
1637|1079|66|4|8|Call|2
62636|1113|94|4|22|Call|4
32960|561|17|1|1|Call|5
56403|806|63|4|42|Call|4
43459|351|49|1|27|Chat|1
70751|786|25|4|42|Call|5
81764|174|85|2|14|Call|2
6059|1099|14|3|30|Email|4
36252|1641|74|4|48|Chat|2
85632|1184|23|5|43|In-Person|4
95810|1484|6|5|41|In-Person|2
16508|1559|33|2|45|Email|2
34111|1598|52|2|40|In-Person|2
74449|908|48|5|13|Chat|2
66482|1331|82|1|43|Email|5
72957|413|33|4|19|Chat|2
19642|401|40|1|19|Call|5
28966|413|26|5|46|Email|1
24297|1547|92|4|34|Email|1
71029|526|93|3|15|Email|1
36143|78|69|5|10|In-Person|3
89334|1391|72|3|22|Email|5
34010|1681|50|5|25|In-Person|3
73398|1314|28|2|19|Chat|3
63382|1570|48|1|38|Call|3
89977|783|76|4|33|Chat|3
51752|855|83|1|29|Email|4
66146|1325|47|5|16|In-Person|4
3661|589|90|3|37|Call|1
15742|8|92|4|5|Call|1
55062|204|77|4|16|In-Person|5
62257|1334|26|4|18|In-Person|1
18985|837|49|3|18|Call|4
64954|229|12|2|48|Call|5
36891|67|16|1|42|Email|4
29059|1338|69|2|22|In-Person|4
78118|454|53|1|35|Chat|4
45285|954|42|2|43|In-Person|1
28697|956|67|3|28|Chat|1
38390|1793|95|1|43|Chat|1
56042|592|83|4|23|In-Person|1
19537|775|45|4|38|In-Person|4
57535|874|82|3|47|In-Person|5
12586|156|14|4|15|Call|2
52418|137|39|1|30|In-Person|3
24717|927|90|4|24|Chat|1
75604|1335|70|5|2|Email|4
39752|894|76|2|28|Email|2
88588|1464|26|2|5|Call|5
31905|1094|63|5|13|In-Person|5
99674|255|67|1|12|Email|1
7838|780|50|2|45|Call|5
3590|488|74|3|38|Chat|4
32999|1453|97|4|28|In-Person|2
74025|1692|2|1|35|Email|2
76307|895|11|2|36|Call|5
24247|447|62|4|50|Email|2
50179|869|58|4|20|In-Person|4
421|1344|44|5|50|In-Person|5
90602|622|81|3|28|Chat|3
86014|1048|43|4|25|In-Person|5
22872|363|22|5|27|Call|2
80529|1219|78|4|25|In-Person|1
330|137|21|5|35|Email|3
94355|922|28|2|20|In-Person|4
55127|95|92|3|9|In-Person|4
28489|1660|87|2|46|Email|4
69371|69|18|4|9|In-Person|3
80173|1732|15|5|20|Email|1
54105|1564|5|3|37|In-Person|4
47896|292|99|3|41|Chat|2
59386|492|40|2|48|Email|4
66190|802|75|5|40|In-Person|4
52041|1702|43|4|22|In-Person|3
36190|567|79|1|46|Email|3
20844|1228|19|1|20|Call|2
77394|1336|1|4|25|Call|5
32559|150|74|5|41|Call|4
28409|760|91|5|48|In-Person|5
42738|575|41|3|14|In-Person|5
31665|1696|10|1|46|Call|1
10999|139|15|3|41|Call|1
12357|848|6|2|37|Chat|2
98036|314|100|1|25|In-Person|2
58803|1017|52|1|30|Call|2
19522|1473|67|5|7|In-Person|2
75844|538|35|5|10|Email|1
34340|844|32|2|41|Call|5
58330|325|63|1|29|Email|1
590|918|27|4|42|Chat|4
9656|1497|75|2|27|In-Person|3
61806|50|30|2|33|Email|2
7000|948|39|5|8|In-Person|1
18434|1044|79|5|22|Email|4
39146|1581|49|1|43|Chat|5
44938|1556|51|1|47|In-Person|1
65474|1555|98|2|45|Chat|2
39989|1131|62|5|17|Email|5
15811|122|94|4|30|In-Person|5
29131|1316|76|5|16|In-Person|2
8895|215|43|1|3|Email|1
6325|1543|11|2|44|Chat|1
31398|1590|69|5|17|In-Person|5
26299|1616|45|5|47|In-Person|2
62428|1737|57|5|30|In-Person|3
9958|155|17|2|47|In-Person|2
54040|671|36|4|49|In-Person|4
39720|299|92|4|22|Email|3
4253|759|7|1|30|Call|4
39830|98|35|5|1|In-Person|1
8779|318|11|4|5|In-Person|2
57754|1121|46|2|24|Chat|5
29116|1329|77|3|34|In-Person|5
86949|479|46|1|25|Email|4
59305|908|12|1|3|Chat|2
98131|554|78|2|42|In-Person|3
69620|1454|39|4|38|Call|4
74711|1745|13|1|39|Email|5
43388|1558|93|3|13|In-Person|1
32182|161|84|5|19|Call|3
53052|1246|42|4|13|Call|4
53098|913|55|2|7|Call|2
47485|1467|8|5|33|In-Person|3
939|694|1|4|49|Chat|5
63802|62|86|1|13|In-Person|2
42298|673|30|5|32|In-Person|1
86247|428|41|2|12|Call|4
39731|480|89|5|39|Call|4
43397|1376|20|2|10|Call|1
61974|1343|39|2|45|Chat|3
51561|1463|77|2|1|Chat|3
18338|297|23|3|3|Call|4
9143|696|76|2|40|Call|1
54212|1165|71|5|18|Chat|2
62621|212|3|5|31|Email|2
66299|733|4|1|8|Chat|1
22065|854|45|2|47|Chat|4
85343|223|7|1|29|In-Person|5
9650|1047|44|3|25|In-Person|1
80439|62|81|1|12|Call|5
9907|270|97|2|42|Call|2
89206|1411|90|5|21|Chat|4
86527|665|59|2|43|In-Person|4
38937|1726|83|4|40|Email|1
20945|1260|41|2|9|Call|2
77600|1227|42|5|39|Chat|3
32590|1261|70|5|22|Call|4
53449|1331|3|1|13|In-Person|4
82208|1560|99|4|28|Call|1
55346|1444|55|1|28|In-Person|1
40724|700|94|1|11|In-Person|4
41139|674|84|1|39|Call|1
10283|1551|27|2|22|Call|1
20484|14|93|3|46|Email|5
76881|277|63|1|25|In-Person|4
8425|392|90|2|46|In-Person|2
73164|275|92|2|43|Chat|2
97875|749|2|1|48|In-Person|1
35276|1330|52|2|11|In-Person|1
25205|1359|4|3|9|In-Person|1
71433|205|18|3|50|Email|1
31564|819|35|3|50|Chat|1
26450|1340|88|3|22|Chat|4
17688|1759|98|1|37|In-Person|2
90264|921|60|4|46|Call|1
21342|1694|54|1|6|Call|1
87225|1433|62|2|2|In-Person|3
63797|206|94|3|42|Chat|3
48730|467|50|5|1|Call|2
39098|1608|92|2|47|Chat|2
56245|952|41|4|22|Call|1
53962|937|93|3|39|Call|3
43955|83|97|3|38|Email|2
80875|1154|32|4|48|In-Person|5
88444|1678|35|1|11|Call|4
89307|1695|87|2|28|Call|2
82639|831|68|5|13|Email|5
39535|756|64|1|24|Call|5
33921|1299|85|4|11|Call|2
69659|909|39|3|38|In-Person|2
97830|597|10|1|36|Call|4
9603|1392|9|1|32|Chat|1
89429|692|72|1|44|In-Person|3
8756|582|21|1|34|Chat|2
19714|134|41|5|20|Chat|3
28710|1157|12|4|37|Email|4
37282|1496|33|3|28|In-Person|3
18464|1671|27|3|28|Email|3
60798|1023|4|5|29|Email|2
59499|776|7|2|5|Chat|5
52689|923|26|5|25|Chat|1
29306|1010|1|5|20|Call|1
33713|1374|94|2|46|Email|5
10531|545|55|3|44|Chat|4
62139|11|87|3|41|Call|5
50013|1808|43|2|19|Chat|4
96111|976|81|2|8|Email|3
85102|419|55|4|27|Chat|3
41239|61|28|1|27|Chat|4
49508|1757|6|5|8|In-Person|1
39975|353|17|5|6|Email|4
55507|876|82|3|28|Email|5
17077|514|33|3|26|Call|2
73591|726|78|5|1|Call|2
31755|575|65|4|12|In-Person|5
41270|1262|89|5|5|In-Person|4
31619|322|3|1|9|Call|1
39007|870|84|1|34|In-Person|1
53698|92|26|4|39|Email|2
9623|1550|19|2|49|Chat|5
28758|1689|31|1|47|Email|1
11847|429|32|3|45|Call|5
28834|721|15|5|18|In-Person|1
70589|77|63|2|11|Email|3
68988|1522|59|3|38|Call|3
49956|1337|32|4|26|Chat|5
41344|1542|56|2|40|Call|4
55810|731|52|4|31|In-Person|5
34061|1634|24|2|25|Call|4
53821|148|76|1|13|Chat|5
83387|1697|57|5|48|Chat|1
46367|529|26|3|30|Call|5
13044|96|49|3|29|In-Person|2
63677|1154|19|2|9|Email|3
98136|997|85|5|34|In-Person|1
39917|174|24|2|13|In-Person|2
34345|948|23|5|28|Email|1
22138|1453|24|1|7|In-Person|3
12570|829|39|2|31|Call|1
23665|960|99|4|14|Email|1
47544|452|59|1|15|In-Person|3
72920|1431|53|1|2|Chat|3
52777|15|64|5|38|Email|4
20613|1204|83|1|41|In-Person|3
3180|1065|90|2|41|Email|5
70732|1398|4|4|28|Chat|1
34834|1596|11|4|40|Call|2
4517|644|10|4|50|Email|2
39684|403|40|5|37|Call|5
69534|641|95|1|16|Email|4
50968|1747|12|4|15|Call|3
8246|1260|77|3|35|In-Person|1
21146|1456|82|1|21|Chat|3
94158|28|94|1|29|In-Person|4
73493|1756|95|2|25|In-Person|4
72801|1359|99|4|48|Chat|1
51267|423|9|2|38|In-Person|3
67796|1129|40|2|11|In-Person|2
80365|678|14|1|10|Email|3
73615|790|31|5|9|Chat|5
17785|737|87|1|1|In-Person|4
70876|479|75|4|43|Email|4
56329|718|56|5|3|Chat|2
96539|973|27|2|31|Call|5
42641|787|38|5|1|Email|2
20263|781|39|2|40|In-Person|1
63542|1034|76|4|22|Email|4
81277|675|6|3|47|In-Person|1
82296|1444|37|4|27|Call|4
15108|1584|26|2|9|In-Person|3
55128|20|59|1|3|Call|5
96623|1453|92|4|8|Chat|5
2213|1794|42|1|35|Chat|3
5727|158|24|4|9|Email|2
59345|1325|94|4|39|Call|1
25329|1641|39|3|24|Chat|5
47738|1288|94|5|36|Chat|4
78272|1413|32|2|45|In-Person|5
69593|1135|81|3|14|Chat|1
10006|249|34|5|1|Chat|1
85062|1784|5|4|23|Call|4
75866|1736|76|3|26|Email|5
33954|91|39|4|22|Chat|5
18084|1575|92|4|27|Call|2
45576|1080|14|2|40|Email|1
99958|1011|63|3|11|Call|1
43734|1344|40|4|20|Chat|2
88236|203|55|2|30|Email|5
94440|896|47|4|15|Email|4
34413|435|18|2|31|Email|1
42024|1436|42|1|19|Chat|5
25203|1048|89|5|16|Call|2
98608|580|36|2|41|Call|4
18490|44|29|4|47|In-Person|5
46710|199|98|3|6|Email|5
57612|482|35|1|3|Email|3
65655|1142|21|5|18|In-Person|4
7745|1218|3|2|17|Chat|5
16982|1680|51|2|47|Call|1
18076|1188|35|3|42|Chat|4
17386|1754|58|5|16|Email|4
66920|1095|53|3|41|Call|3
26210|1320|8|1|33|Email|4
39412|1691|16|1|16|Email|3
8356|502|88|2|10|Chat|1
38601|1679|31|3|23|Call|5
11265|1771|84|2|14|In-Person|3
89987|1334|44|2|5|Call|1
49042|1599|75|2|33|Chat|4
82599|473|100|3|45|Chat|4
42783|1781|66|5|31|In-Person|2
9477|636|73|3|15|Chat|4
94964|142|93|1|13|Chat|1
40872|553|52|3|15|Chat|4
98882|469|27|2|29|Email|4
71962|1206|69|4|42|In-Person|4
66758|58|96|5|6|Email|3
19600|937|83|4|18|Chat|4
98789|1752|16|2|12|Call|3
99742|691|36|1|9|In-Person|3
44318|380|11|2|26|Chat|5
47307|1278|43|2|9|Email|1
90712|688|69|2|16|In-Person|2
50958|1243|89|5|15|Call|2
24373|1168|16|1|4|In-Person|2
86607|209|30|4|31|Call|4
2094|1773|38|1|22|In-Person|1
17950|1094|95|3|6|Chat|2
93062|1022|15|4|3|Email|1
39515|163|90|2|39|Chat|3
54489|1199|70|2|42|In-Person|4
65079|1753|94|2|46|Email|5
66066|1576|78|1|22|Email|4
63781|42|18|3|15|Chat|4
25023|1118|91|2|28|Chat|2
57616|1715|41|4|33|Call|5
37892|618|43|2|13|Call|2
88353|333|4|1|36|Chat|5
79922|303|76|5|8|In-Person|1
26698|799|42|3|27|In-Person|1
16113|426|98|1|27|Email|5
73174|81|77|3|13|Email|2
41368|1024|38|2|17|In-Person|2
31654|251|59|3|34|Call|2
75620|1042|64|1|32|Email|3
67635|1284|68|4|50|In-Person|2
62971|916|95|2|39|Email|4
53820|1638|17|5|25|Email|3
53889|208|62|3|1|Email|5
84006|118|36|3|34|Call|3
9334|1496|5|4|13|Email|5
40513|1577|94|3|50|Email|2
12558|1290|86|2|21|Chat|3
15267|1291|50|1|27|Chat|1
69318|396|8|4|26|Chat|1
81714|489|75|5|16|Chat|4
42320|1551|64|1|37|Email|3
91612|1330|88|1|8|Email|5
59130|1475|33|4|35|Chat|3
47092|1116|18|4|16|In-Person|3
79016|1157|8|3|12|Chat|2
96375|93|57|3|33|Email|2
42895|238|59|2|4|Email|3
13645|771|16|2|37|Chat|5
70458|926|46|5|3|Email|3
81352|1734|58|2|40|In-Person|4
32527|526|41|2|32|In-Person|1
66551|303|75|2|28|Chat|5
22084|1566|15|4|3|Chat|3
77065|1519|22|4|35|Call|4
18219|1367|77|4|42|Chat|2
88613|741|3|5|24|Chat|1
18264|354|91|1|20|Email|5
39937|56|76|3|22|In-Person|2
84484|206|9|1|3|Chat|5
78296|1651|33|1|44|Chat|4
54247|559|20|3|40|In-Person|3
75981|144|42|1|33|In-Person|1
76765|82|39|2|26|Chat|3
16826|471|84|4|47|Email|3
50890|201|11|1|48|Call|1
54764|780|56|2|38|Email|4
12555|1700|41|3|8|In-Person|4
47978|1272|72|5|32|Chat|2
98723|1478|2|4|37|Email|2
62123|474|4|4|10|In-Person|4
89026|42|41|2|9|Chat|4
36575|159|87|3|23|Call|1
85553|107|86|5|19|Email|1
47344|1199|38|5|24|Call|2
53767|1099|85|1|8|Chat|3
48130|776|60|1|12|Email|4
68407|1028|59|4|30|Email|3
21929|1686|76|3|27|Call|4
94783|1273|13|1|12|Chat|1
60824|620|75|2|15|Chat|5
19596|626|67|5|9|Call|5
87796|1182|4|3|10|Email|2
39051|18|29|1|20|Call|4
44842|926|17|5|39|Call|3
45309|1228|4|3|43|Chat|1
45620|1108|33|3|42|In-Person|3
20471|911|59|2|9|Email|3
5816|1122|75|2|9|In-Person|4
4752|631|96|2|35|Chat|1
92823|98|40|2|27|In-Person|3
90532|576|36|5|9|Chat|4
39153|525|47|1|5|In-Person|3
4030|1318|84|5|24|Email|5
8874|627|23|1|37|In-Person|3
94370|1371|24|1|11|Chat|3
20932|1233|65|1|39|Chat|4
95175|867|62|2|10|Call|2
26591|1274|23|3|16|Call|3
39939|1748|31|2|5|In-Person|4
94103|452|77|3|26|In-Person|3
77667|1201|57|3|35|Chat|4
95614|339|94|1|16|Chat|4
15369|699|38|1|6|Chat|3
70236|1384|37|3|24|Email|1
98476|296|28|5|34|In-Person|1
78831|1290|42|1|15|Call|2
12821|1498|3|1|44|Email|3
14956|368|46|2|34|Call|5
39570|1149|24|5|32|Email|4
48567|1678|32|2|11|Email|5
31587|246|3|4|46|Chat|1
57829|1160|70|1|12|Chat|1
98525|1733|48|1|27|Chat|2
26829|73|42|2|6|In-Person|1
48434|171|14|2|18|Email|1
15979|1500|48|1|1|Chat|4
45841|160|2|1|18|Email|2
16504|1582|66|3|36|Email|4
43821|277|90|4|33|Chat|1
28355|866|29|3|39|Call|5
20410|995|89|1|23|Call|4
78634|1563|11|5|5|In-Person|3
67461|886|90|4|32|Chat|3
69240|144|16|5|26|Call|4
76674|245|53|4|41|Email|3
66630|1404|59|2|12|Chat|3
56213|1141|60|4|8|In-Person|1
40674|811|13|3|18|Email|4
25519|346|80|4|16|In-Person|1
96474|1229|77|2|40|Call|1
28574|1575|75|4|17|Call|2
29140|780|18|2|15|Call|2
10129|1190|92|3|50|In-Person|3
75306|939|48|5|17|Email|5
68195|1253|65|5|27|Chat|5
17786|1743|2|5|42|Email|4
12265|1456|45|4|10|In-Person|2
12197|711|88|5|32|In-Person|1
22412|1307|46|2|3|In-Person|2
98846|175|20|1|20|In-Person|2
62600|797|57|1|31|In-Person|4
32163|1642|8|1|17|Call|3
20469|1559|61|1|35|Call|5
64259|391|52|3|46|Email|4
51551|708|99|5|32|In-Person|2
98878|1090|98|4|33|Chat|1
81947|233|1|5|20|Email|3
25619|382|60|4|34|In-Person|1
9726|589|54|4|4|In-Person|5
53762|1314|87|2|2|Chat|4
36692|1161|31|5|7|In-Person|1
77028|1229|27|5|13|Chat|5
45505|1646|69|2|40|Email|1
36185|496|14|5|2|In-Person|1
7430|455|37|5|12|Email|2
48335|696|5|4|8|Email|2
91191|728|19|2|16|Call|1
41150|434|69|3|27|Email|1
65171|1416|25|3|50|In-Person|2
97611|65|54|3|25|In-Person|3
94707|748|16|1|13|Email|3
39127|862|22|4|31|Email|5
52727|529|4|1|21|Call|5
11271|1631|83|1|13|In-Person|2
20517|628|100|1|4|In-Person|4
62277|857|11|3|1|In-Person|1
31046|1480|36|3|14|Call|2
62465|1292|43|3|12|Email|1
74912|317|16|4|33|Call|1
91529|1277|90|1|16|In-Person|2
5890|213|94|3|40|Chat|1
36903|383|4|3|46|In-Person|2
88902|131|43|5|38|Email|1
97848|1058|20|5|50|Call|1
5268|1167|14|1|26|In-Person|1
69509|122|7|3|2|Call|4
97530|726|24|5|32|Call|5
68369|469|30|4|47|Email|3
10491|474|63|3|16|Email|1
86707|979|9|2|4|Call|3
89361|125|8|4|4|Call|4
35425|636|30|5|36|In-Person|1
72530|62|16|1|10|Call|4
54422|1645|90|5|21|Chat|2
60665|1784|47|5|15|Chat|4
84715|425|4|2|44|Email|3
95966|282|86|3|37|Email|3
3161|1504|86|2|8|Email|2
66322|377|89|4|6|Email|3
76209|1280|56|2|25|Call|5
86987|353|94|1|31|Chat|2
64579|289|49|1|5|Call|1
46159|986|22|5|17|In-Person|2
20424|145|86|4|47|Call|4
35715|80|47|4|2|In-Person|5
28993|729|97|2|24|In-Person|3
94903|670|44|4|34|In-Person|4
93053|1247|1|5|43|Email|2
29819|1648|46|1|7|Email|1
64846|144|32|3|19|In-Person|5
72702|1153|94|2|49|Email|1
20217|1749|59|5|17|Chat|2
59420|1549|25|3|22|Call|1
43470|490|61|3|46|Chat|3
88033|1150|24|1|13|In-Person|2
5340|1295|78|1|1|Call|5
13521|1011|83|3|9|Call|4
18885|1359|52|5|9|Chat|1
15408|445|55|1|41|Chat|5
94171|1258|80|2|4|Call|5
12115|1692|38|1|47|Call|1
85872|1245|81|5|16|Email|2
62930|342|1|1|18|Chat|2
17827|1015|81|4|32|Email|1
94568|786|15|2|38|Chat|1
6491|1391|32|3|36|In-Person|4
65254|1384|60|1|17|Email|1
6155|22|84|5|10|Chat|4
28401|178|31|2|45|Chat|3
65129|1106|90|3|39|Email|1
82868|168|95|3|40|Email|3
15377|216|89|4|21|Email|3
31118|442|14|3|15|Email|2
56643|337|74|2|25|Call|2
84312|37|90|3|46|Call|5
33103|1672|74|4|47|In-Person|3
5174|1635|82|2|3|Call|1
43191|1623|69|3|13|Call|1
54609|1484|55|4|1|In-Person|5
42831|1803|6|1|21|Call|5
99853|574|67|3|31|In-Person|3
88462|1765|100|4|47|Chat|4
43051|1751|13|1|39|Chat|4
36870|402|41|5|20|In-Person|1
79520|1290|69|3|33|In-Person|5
52299|1593|65|3|29|Call|3
25573|1389|40|3|31|Chat|2
21358|1549|31|5|18|Call|1
95135|538|24|5|31|In-Person|1
78305|1813|92|4|19|In-Person|5
16684|1405|73|3|50|In-Person|2
1251|10|40|5|43|In-Person|2
3976|443|58|3|48|In-Person|2
95692|359|64|2|25|Call|1
9967|1022|89|2|22|Chat|3
90739|1017|81|1|6|Call|2
19621|682|67|1|49|In-Person|4
87858|843|1|3|46|In-Person|5
71812|1347|85|4|3|Email|2
31937|520|82|4|34|Chat|4
86231|1578|7|1|20|Chat|3
87087|356|60|3|22|In-Person|5
22930|1708|85|4|17|Email|4
83016|987|37|1|26|Call|2
82102|1021|19|4|23|Email|4
93815|1210|57|2|32|Call|3
55797|383|33|3|14|In-Person|1
95083|1621|62|2|22|In-Person|2
95478|1240|40|5|2|Email|1
88555|350|97|2|33|Email|4
18175|292|42|3|39|In-Person|3
33193|537|62|3|41|Call|2
27636|1810|94|3|27|Chat|2
50354|649|54|1|32|Chat|4
72685|1146|17|4|11|Chat|1
87394|42|70|2|48|Call|3
8297|407|58|3|1|In-Person|1
88351|1366|59|3|5|In-Person|5
1528|954|53|1|46|Email|4
42127|874|50|1|9|In-Person|3
12156|671|23|4|43|Call|1
44605|310|86|3|15|Email|5
66872|1591|69|4|6|In-Person|4
4959|399|44|1|21|Call|4
62145|318|51|2|44|Email|2
84645|632|32|5|25|Email|4
95647|1067|66|3|29|Call|2
68318|1647|12|4|40|Chat|2
51780|768|10|3|43|Call|2
47177|1020|11|3|40|Chat|4
37489|1800|75|5|15|In-Person|4
23069|1681|41|5|50|Call|2
33793|1166|95|2|36|Call|1
92752|1457|12|3|7|Chat|3
41999|1719|81|2|8|Call|3
96534|1475|2|2|29|Call|3
53720|19|48|4|30|Chat|4
52654|599|51|3|35|Email|4
15841|1275|17|5|43|Call|2
26427|1518|66|5|5|Email|2
27952|796|91|1|14|Email|5
20910|1542|60|1|15|Email|4
83145|771|55|5|40|Chat|5
77630|190|53|1|22|Call|1
53585|1005|39|1|49|Chat|3
87627|1575|24|2|13|Call|2
68863|1525|62|5|27|Call|4
65185|1736|23|3|2|Chat|4
95371|912|22|5|24|Email|1
50810|764|30|4|15|In-Person|1
83047|3|56|4|9|Chat|5
88956|1485|66|1|32|Call|2
53998|1214|54|3|46|Call|4
51234|639|85|2|12|Call|3
51469|654|77|3|42|Call|5
24087|1492|25|3|3|In-Person|3
8922|414|96|2|36|In-Person|2
72775|1227|33|2|29|In-Person|1
19867|896|85|5|37|Email|4
51994|9|66|3|34|In-Person|4
