investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
15051|1368|4|90|22|2|652859.11|12901.62
64774|1718|2|27|28|2|799707.84|2332.98
45818|596|1|88|18|1|983821.23|2412.17
11341|1475|1|56|40|2|716819.34|10765.64
86714|1604|1|54|40|1|237666.33|1098.19
27280|212|4|38|8|1|7400.63|5103.06
42958|700|2|63|31|2|280048.25|13014.74
87166|1358|1|24|4|2|37260.48|12319.63
94863|1495|4|61|41|1|935073.11|8599.42
83448|1782|1|82|39|1|183823.08|6261.65
2370|772|3|70|40|2|423500.49|6816.05
76719|954|2|79|19|3|410697.16|-3526.41
64267|806|3|54|10|2|394463.52|7653.54
32574|748|4|41|47|3|105877.1|9567.36
45464|43|1|42|46|3|378312.63|5982.12
33503|68|5|23|38|3|588903.5|7450.63
85958|468|1|34|40|2|76452.48|-941.14
7247|1775|3|82|27|3|713448.92|8754.03
97829|375|2|26|40|3|932074.07|-2980.14
58605|896|2|29|20|3|730908.24|10562.64
44525|883|5|24|47|3|200855.3|12307.67
11880|1103|1|74|10|2|410807.45|-569.4
33985|21|4|24|27|2|2139.46|9584.42
97372|952|3|76|4|3|633666.85|501.76
98345|1813|5|10|13|1|282449.76|9788.84
79427|1536|1|70|14|1|650836.82|9598.88
30059|1131|2|64|10|3|273627.07|-3766.51
33187|1249|1|53|15|2|622369.49|5862.1
87461|1437|2|19|5|2|937553.67|1750.85
18091|853|3|66|7|3|639506.95|-3071.0
93525|336|2|71|42|1|245149.92|-4435.14
66611|1335|4|85|29|1|555216.75|2564.94
48325|838|1|3|37|1|166309.46|4349.33
6979|1732|3|7|24|1|475641.95|-2112.86
92628|1245|1|9|7|1|511910.65|4652.62
49428|56|5|64|7|2|243022.72|-444.57
75419|687|3|53|31|2|805597.16|-3985.13
22857|1566|5|77|26|2|741157.28|11064.54
68834|140|1|87|43|3|876633.27|4408.21
92120|1330|1|91|15|3|345859.57|4846.46
47907|1254|5|92|7|3|719476.66|13040.11
42076|766|4|2|19|1|630611.29|9219.18
46027|581|4|38|7|1|38241.66|12777.26
4230|1199|3|94|36|3|802257.02|-3895.91
54280|1268|4|87|37|3|438114.13|9910.44
64516|1721|3|63|5|3|435964.48|-4685.3
31499|301|5|77|5|3|147494.63|7255.51
1865|1068|1|16|9|2|316745.79|-3643.26
35033|840|1|33|9|2|629645.18|4516.28
71034|1379|4|8|24|3|360235.81|8521.66
89852|457|5|28|48|1|473116.93|-696.62
29406|1333|3|78|18|1|86130.01|2445.91
3781|1627|4|95|49|2|915035.26|1619.88
26337|1680|3|49|50|2|395455.47|2804.57
20725|501|4|39|45|3|623151.28|-3442.67
9350|1674|3|81|43|1|336499.08|8091.65
61177|1427|3|67|41|1|344371.51|350.7
17383|256|5|63|13|3|627038.02|5596.06
46761|15|2|45|35|2|646675.39|4113.51
10646|1467|2|28|25|3|768189.23|-4600.39
29784|763|2|32|44|1|922189.64|-3.83
11656|1208|2|14|28|2|593585.64|2856.34
91208|370|3|35|36|2|774056.46|-4954.06
55094|1108|5|41|34|1|949033.4|1653.27
83174|1329|4|66|14|3|523860.16|127.91
59105|1532|5|91|41|3|78034.32|5625.13
16301|1606|2|77|24|3|426171.65|10592.95
57358|952|3|97|5|1|414074.32|14317.99
81490|1148|4|39|13|3|499583.86|7235.72
3482|1325|4|31|40|1|359104.37|13324.77
21882|1503|5|77|3|2|241740.07|11321.38
66364|127|1|74|49|3|472250.15|3246.95
49593|1373|3|2|3|3|333492.37|4293.9
92756|1334|3|93|3|3|336864.48|13910.33
63326|1041|4|58|48|2|175960.47|4994.03
5273|839|1|81|7|2|34439.7|8885.52
64202|514|3|84|6|1|166796.09|2926.81
30893|1235|3|34|32|2|906590.91|11047.27
70835|1345|2|45|48|1|649778.0|1917.0
16973|437|2|62|35|2|678379.48|14842.56
69342|1557|5|53|24|2|352440.54|11842.62
453|7|5|27|15|3|539650.48|-2799.81
97095|165|1|14|35|2|871163.27|5829.1
53865|797|3|22|32|2|476861.25|8416.3
20885|1504|2|46|39|3|960340.08|8456.28
71300|714|4|91|17|2|469186.33|619.57
99250|898|1|89|4|1|129152.24|4696.16
91084|488|1|47|40|1|178209.4|11383.01
32351|743|2|45|16|1|144456.12|13831.9
16738|1422|3|97|23|2|915079.81|6960.55
4312|608|1|33|20|3|448263.11|5971.22
96076|1356|5|53|50|3|89017.16|-872.52
31222|48|4|41|26|2|465582.34|1192.05
95206|126|2|36|30|2|858192.46|13401.57
38500|750|4|39|32|2|999753.32|6183.69
4957|641|5|92|47|3|39376.56|5003.14
2507|310|4|88|43|3|621395.08|1736.59
20439|1444|1|37|13|2|875934.29|2253.53
66071|519|1|20|2|1|318108.84|12158.69
67259|1588|3|88|14|3|874549.27|13944.44
48485|1248|4|29|27|2|762664.93|12279.43
75823|1455|2|74|47|3|196792.98|12865.43
46910|3|3|78|42|3|490220.55|12685.77
17432|1213|3|60|8|3|71901.04|4446.24
56185|1719|5|77|21|3|560001.36|6084.55
68163|174|1|60|48|1|790728.11|8836.52
73877|732|3|56|16|2|819437.23|80.4
2001|1553|4|25|23|1|439067.85|3408.89
25115|1714|3|48|46|2|468797.31|4194.97
57534|75|4|50|31|1|286302.82|9891.08
90809|1224|5|58|1|1|60732.71|-2608.05
21330|56|5|53|32|3|348167.06|3006.95
30300|382|1|21|25|1|422845.15|2572.65
64601|1247|2|81|3|3|198278.01|-2631.71
19035|985|1|18|11|3|765504.64|6619.64
34166|622|3|54|45|3|807660.08|3187.37
47322|134|5|5|27|1|658382.39|-2316.4
80901|1645|2|55|18|1|823004.22|7198.66
80630|272|1|65|31|1|766638.35|6118.0
82642|1271|4|4|33|3|824813.56|-4862.31
53743|453|5|13|1|1|675053.25|12919.42
34337|24|1|31|21|2|622122.27|8908.81
71011|1636|5|64|7|3|60740.62|14504.63
58648|724|4|46|39|3|261899.83|1256.78
69243|1658|5|61|2|1|513986.84|3930.79
86025|1173|5|21|46|1|26367.17|-3888.39
9054|200|5|38|42|1|264778.9|13651.97
11417|1473|5|55|31|3|787365.94|7391.57
79527|435|5|19|21|1|640897.28|13517.91
20407|495|4|61|31|1|535793.06|5532.51
94501|171|3|44|42|3|731782.2|11875.69
52917|375|4|29|15|3|575594.41|9234.63
61818|981|4|7|34|2|763423.78|-698.6
97536|1149|5|64|46|2|79453.25|10689.61
54320|16|5|79|50|3|272599.59|12877.81
63974|1445|3|27|14|3|712910.99|4633.83
52311|985|2|64|12|1|881282.97|2809.95
48648|1434|2|96|25|2|42548.08|3430.37
34961|849|1|12|36|3|125056.48|-1917.64
36990|155|4|2|16|2|882602.09|5073.96
1113|1604|5|3|19|3|484974.73|-2186.42
94812|946|2|52|25|3|914373.35|-4315.35
35752|423|2|62|43|3|125439.6|8255.17
8924|195|1|26|16|2|803308.13|432.75
40632|729|5|41|1|2|810470.52|2992.11
79537|707|2|5|40|1|6151.4|-3902.1
36432|1082|3|17|23|1|840953.05|3335.72
5486|1570|1|50|46|3|38660.64|-904.48
36007|1004|3|46|31|2|486008.55|11189.2
6332|1094|2|62|14|1|556710.99|10801.62
48953|1235|4|17|45|1|369265.36|-1776.0
43261|1369|3|65|29|2|150155.19|3885.98
36573|844|3|32|45|2|541992.38|822.79
98208|1062|4|33|3|1|137824.66|-1729.91
26338|1466|4|12|40|3|300304.55|-3030.45
23319|1069|3|89|32|1|31642.86|8856.36
53071|580|1|47|21|3|898478.55|6824.04
59387|209|2|19|7|1|535633.68|11577.54
24408|1391|1|32|38|1|679588.75|12833.24
84260|1137|3|58|4|1|358975.73|6560.61
12727|520|4|26|37|2|632572.49|6507.95
14388|349|2|23|6|2|775496.45|4043.02
92769|457|5|73|2|2|188098.01|14067.35
48188|1303|3|8|15|3|495881.33|-2582.59
61200|1662|5|28|29|1|997720.22|6155.02
99033|548|3|81|12|1|503868.04|175.1
78437|376|4|73|47|1|914330.79|13039.55
44838|1810|2|23|20|1|806550.9|-1878.63
77816|181|1|6|41|1|464101.52|-2285.55
89472|1464|4|91|28|2|500662.4|1988.41
37567|1032|4|38|25|3|451453.26|7585.96
16619|787|3|78|49|2|563019.03|-2418.64
41602|1420|5|4|46|2|918006.79|5261.45
37151|309|5|86|5|1|841296.69|701.04
8899|1252|2|44|21|1|377612.16|11306.23
50675|1633|1|79|22|3|193259.45|2836.25
16879|1419|2|68|32|1|440758.22|13150.18
41194|640|2|96|16|2|654890.95|3985.67
66010|638|4|96|48|2|325472.34|-3341.51
75190|439|4|31|38|3|163651.01|1021.7
37329|1819|1|68|32|3|527764.35|-195.03
27270|852|1|61|18|1|270106.79|-1217.74
56394|1793|2|63|24|1|745600.42|-4787.1
35737|512|4|71|11|3|287436.34|8585.26
40672|934|1|91|32|1|84959.44|-4842.32
59142|1024|4|25|45|2|700147.26|13152.88
93522|1022|3|12|50|2|449349.27|-4404.95
83349|1404|5|1|41|1|839035.81|11858.01
36258|820|5|85|48|2|662998.94|1331.27
14579|1167|3|34|23|3|30317.44|14152.64
389|164|1|50|29|3|10874.27|913.42
11654|88|3|54|1|2|47081.78|5537.03
51280|1023|4|99|45|3|519906.03|7749.0
77523|471|2|15|7|2|861999.29|5683.77
53748|904|4|97|22|1|438783.81|6464.09
61744|3|4|35|20|2|15138.97|5204.19
69992|1699|4|53|38|1|383151.02|5277.6
11643|1450|1|41|37|3|39059.27|9845.77
32096|726|2|24|45|2|475922.44|-4505.01
81393|602|4|2|38|1|725130.23|5641.88
44216|1231|4|16|32|2|41023.21|11565.74
81729|1197|5|1|1|1|393895.84|9663.75
89173|1740|2|80|35|3|989866.76|10905.45
54714|904|1|84|31|2|288882.92|-3039.64
55659|1276|3|25|28|3|382044.23|3014.42
37415|1636|3|39|18|1|578314.05|12650.54
92427|1810|3|98|34|2|253557.56|2686.59
67571|282|3|57|1|1|34487.37|-2045.83
85906|155|3|86|6|2|42120.79|-2722.21
85190|323|3|63|5|3|813697.7|-1542.96
13022|577|4|75|8|3|323502.4|-314.03
88046|266|1|35|45|1|980847.21|7441.99
94606|1666|1|86|5|2|626794.96|797.83
50948|365|3|37|41|2|636767.58|-1927.68
59221|606|4|30|25|3|71438.33|2309.89
46974|70|3|28|8|1|48986.6|11467.71
13199|506|1|74|17|1|709325.01|6156.12
49177|1471|4|39|35|3|294627.8|-2242.44
52267|15|5|62|18|2|937366.5|2311.65
74852|546|4|56|18|3|110530.36|5475.79
84586|1605|4|91|40|1|42714.31|10599.02
34797|302|4|59|34|2|627776.54|8075.32
44897|1379|1|57|29|1|78675.42|-4692.05
9886|390|4|25|5|2|77187.51|10913.02
33475|1770|1|5|16|1|331998.78|7344.24
46995|561|3|57|49|1|220246.52|10565.42
42583|738|3|54|3|1|552332.29|4103.16
70373|487|2|3|16|3|925366.0|12188.03
40159|806|5|41|50|1|211134.28|-1043.98
37450|487|5|12|25|3|329097.43|2781.31
31039|1183|1|4|14|3|909031.95|2993.21
24222|273|1|40|45|3|906790.39|11053.84
62226|277|3|33|17|2|981012.29|-4046.86
70878|385|1|2|10|1|917946.7|13643.92
61922|188|1|1|8|2|220833.6|11575.83
75111|481|3|6|43|1|831475.81|-3299.96
71115|404|5|62|8|3|330279.42|2161.73
4699|437|4|25|18|2|395688.03|-3242.36
29591|1482|1|14|2|1|39233.44|8504.1
44423|855|4|36|48|2|453570.23|3906.87
77378|1356|4|50|34|2|935775.36|-990.42
34577|801|5|65|13|2|810187.08|11298.25
82107|563|2|6|1|1|728370.17|13401.62
9954|681|2|14|3|1|87695.57|-1478.38
95358|255|4|2|13|1|644906.84|12723.11
16466|117|4|25|41|2|747393.83|11824.35
37872|1721|2|53|11|2|464033.97|-443.21
3339|1418|1|78|12|3|672637.16|960.53
32973|926|5|92|31|3|271579.83|-2223.4
3654|1027|2|70|30|3|995580.5|-3359.42
20928|423|2|30|31|3|201800.5|12375.13
42311|864|5|81|39|3|384650.6|3338.33
95010|1344|1|95|23|3|708720.95|-104.67
43626|1036|5|37|43|3|745250.84|773.73
33838|1753|3|61|40|1|303899.62|5897.2
22173|290|4|31|23|3|638621.14|10314.12
89025|194|5|5|38|1|388476.17|14926.0
73152|796|3|55|24|2|271617.79|6272.67
18428|1826|5|42|7|1|777188.12|13437.75
95356|864|3|100|43|2|588793.67|3071.63
40717|1807|2|17|46|3|662478.85|-1349.33
28695|1313|5|82|6|3|32467.0|5368.29
44567|390|4|79|7|1|32070.99|2065.82
28971|317|1|66|22|1|643807.41|1324.27
36601|745|4|64|36|3|840310.39|409.87
63660|1285|2|98|30|2|62380.84|7213.1
40034|1518|1|93|2|2|875610.81|9527.3
79631|118|3|70|2|3|342114.78|107.08
3398|620|3|87|29|2|832793.39|13810.7
36465|394|5|13|3|2|839859.66|7382.35
60928|1216|4|95|25|1|365330.91|9646.38
16769|1371|5|63|10|2|370775.74|2757.28
76231|600|2|50|32|1|974962.37|3399.89
7249|5|2|62|7|2|653382.91|13390.2
6251|1653|1|52|39|2|520789.89|144.94
53181|656|3|24|19|2|637954.04|8936.81
11501|638|5|34|34|1|123894.33|12286.26
70360|1203|3|63|23|3|918968.75|5371.43
18134|1605|4|3|32|3|92904.49|12956.19
88968|913|2|39|19|1|735438.01|3476.16
63213|1595|5|18|2|3|310388.66|8817.69
95581|1645|4|46|7|3|703146.09|-4701.98
69285|853|4|38|36|3|195365.4|14196.89
15835|1424|4|34|24|1|398590.86|-2780.3
37259|1765|3|9|15|1|473787.76|5620.31
5535|1797|2|9|18|2|648892.71|2855.4
12561|1706|5|43|47|2|509042.67|2154.38
32314|429|2|19|34|3|818309.91|4252.18
70134|379|3|54|49|1|342545.74|10535.81
61234|774|2|54|7|1|742206.62|-562.27
20134|954|2|85|20|3|556211.67|4380.2
74274|132|4|20|18|1|221178.22|14770.37
93867|300|2|42|47|3|488600.61|847.06
91214|1453|2|32|40|1|723479.24|-2044.65
49197|215|1|38|4|1|14350.82|1192.43
69341|749|1|47|24|3|727477.1|11509.29
25305|1464|4|60|38|1|623636.44|9071.18
79217|60|3|18|2|2|403003.81|7577.46
65746|1071|4|60|48|2|805418.83|3493.74
23897|612|2|53|19|2|442868.09|1148.4
15281|1637|4|40|4|3|769619.15|7428.84
40433|606|4|18|10|1|559849.55|14656.34
54267|925|4|67|50|3|348860.54|7138.43
26947|1496|2|48|25|1|668338.96|8602.53
28185|905|2|17|17|2|989978.14|-2276.2
41526|124|1|34|26|2|114941.15|-760.07
3567|1619|1|53|28|1|38753.6|453.01
19235|1013|3|66|40|2|822431.8|2761.52
96243|854|1|75|48|3|378223.37|14861.75
21661|1343|5|55|30|3|459213.69|13190.17
2530|1425|3|55|19|3|948740.13|9402.64
316|1348|1|12|7|3|88508.95|-4357.52
92582|48|1|85|22|1|523853.73|3228.4
72226|1359|4|76|22|1|828561.94|-711.2
19910|1537|2|43|25|3|716294.19|11317.71
17232|1546|2|32|17|2|232262.31|-2332.41
36262|851|3|75|10|3|348452.12|12834.55
72321|1177|2|65|31|1|331431.03|6644.58
89258|1148|5|44|3|2|981221.04|-1968.25
56873|1012|2|70|29|1|588313.36|14239.11
81086|805|3|7|45|2|831860.0|3221.55
3967|1779|3|95|12|2|80624.96|12152.9
54240|52|2|59|11|1|312909.68|8498.74
42364|583|2|48|43|1|342098.0|2407.93
30794|1310|5|96|8|1|938868.07|3812.92
55841|949|5|80|6|2|501153.93|2830.45
25164|632|3|35|13|3|819062.45|9404.36
14039|1644|5|9|35|3|214560.5|11872.05
98997|1385|3|23|14|3|988373.58|854.46
725|1642|2|90|11|1|408587.1|4954.55
12541|826|4|72|45|2|55007.59|8186.73
8215|1448|3|31|18|2|461377.92|8880.72
45366|662|4|60|35|3|765227.3|4426.11
16880|36|1|21|20|2|464643.82|5931.82
29647|1021|5|39|5|3|797038.75|3642.44
60843|1121|2|42|29|1|150939.29|4068.34
41766|1373|1|32|20|2|805648.49|3230.51
65236|477|3|33|31|2|52252.14|6597.64
96833|564|5|84|10|3|448894.61|-1211.66
79305|524|4|52|31|2|313993.44|7712.28
66463|389|3|30|26|1|828557.37|10820.17
29027|299|4|46|32|1|107954.58|7282.24
9419|266|1|29|10|3|600013.56|12704.73
77051|963|4|80|40|1|615013.63|-3386.57
3034|924|1|20|26|3|321468.23|5469.76
41386|1047|4|78|18|1|491759.73|3114.38
93571|284|5|61|48|3|653849.99|4329.52
59583|615|1|7|38|1|291685.07|4241.91
72518|1649|3|5|32|2|162210.57|13069.0
68557|1017|4|71|30|2|455498.8|8719.17
75634|4|3|50|17|3|524806.26|14305.12
86946|1341|5|75|47|3|347621.34|-3352.7
69845|745|1|55|50|1|493185.72|-2811.99
23490|1304|1|76|19|2|670629.77|4901.29
94329|956|5|74|3|3|687020.88|-2035.6
43600|1170|2|96|28|3|984004.95|1551.64
49575|1506|4|7|6|2|34728.61|9228.38
49280|623|4|95|5|3|752428.73|-3424.33
44923|281|4|18|45|3|443109.0|-4492.0
92396|274|5|30|14|1|303617.88|-2888.72
47518|533|3|22|7|2|922538.16|2465.8
29286|1611|1|48|34|2|443208.23|11900.16
74928|1129|1|26|14|3|985934.96|209.31
86486|1184|4|44|5|1|253587.18|1898.23
13838|1766|2|18|18|1|167301.81|9067.43
3591|759|1|74|49|3|346860.84|12179.05
93967|138|4|55|11|2|2729.97|-1738.05
59306|1081|2|42|24|1|854327.57|-2703.81
2267|233|3|22|37|3|932816.53|-861.35
69936|426|1|52|37|1|569845.8|-303.37
26871|761|2|35|10|3|261061.79|14710.59
59203|1027|2|51|48|2|40114.55|12336.02
75495|38|3|73|49|2|776979.85|8424.77
6135|99|4|55|39|2|456215.51|-2491.22
88742|1738|5|88|27|2|487441.35|-4048.76
54142|1405|4|6|39|3|231769.85|12622.13
18817|1741|5|26|6|1|358855.21|-4412.6
4992|523|1|87|14|3|716958.95|9492.25
41493|1118|1|20|8|2|680458.54|377.53
10088|1609|1|26|19|3|606991.01|8856.11
99910|1223|1|25|1|3|919096.84|2165.32
42345|1337|1|49|38|1|501069.9|-4249.13
36928|1780|3|37|48|2|534821.91|11817.3
4984|64|4|67|17|3|941741.67|-4189.63
19243|622|3|47|27|3|151066.74|12801.78
63135|62|3|97|29|1|340518.9|-2286.12
66173|1614|3|11|6|3|513060.61|2259.25
44156|1185|2|12|35|2|334833.29|4181.49
3775|630|5|71|43|3|114432.61|-1916.19
10765|636|4|32|8|3|843575.11|-1151.44
22225|540|2|53|40|1|898112.79|13634.59
15060|1245|3|47|22|2|117749.79|12363.29
59009|671|5|79|41|1|444088.9|1422.95
27743|556|4|72|11|2|223677.53|-615.38
12481|316|4|59|3|1|56269.89|1344.82
92256|783|2|61|13|2|16111.63|7879.24
16081|1101|2|61|26|2|263927.41|908.81
28028|299|4|22|29|1|949583.19|370.22
8165|1303|1|71|20|2|391319.89|-4618.21
21812|1654|3|4|24|1|754492.04|3255.48
71290|632|5|64|7|1|870613.43|7732.87
73417|725|3|66|42|2|957218.18|-3350.41
33023|612|4|57|12|1|856706.66|7889.22
16042|981|4|7|35|3|683618.24|-4313.76
68795|1103|5|23|31|1|241804.49|2633.99
65451|1121|3|49|35|1|470141.31|10418.03
21705|738|1|86|42|2|589118.46|224.13
47379|284|1|12|35|2|588454.56|14348.0
98930|1689|1|69|34|2|473547.95|-913.42
25846|1824|1|91|10|3|537961.78|5698.5
3013|853|2|32|13|3|618210.7|11025.13
74614|323|1|100|40|1|872697.62|1923.11
42867|1227|4|89|24|1|151222.38|9695.09
15292|254|4|46|41|1|476468.99|10254.2
37152|94|4|60|20|1|529467.9|1762.56
12537|741|3|35|39|3|313736.87|11968.94
4470|985|2|40|27|2|14463.23|6419.62
19701|1623|3|46|47|2|437641.63|418.05
21135|1225|3|57|48|2|806101.92|220.61
72853|988|2|9|12|2|100887.41|7098.82
11179|1111|1|6|11|2|250579.27|11492.83
47019|1452|5|81|33|2|95249.78|-973.07
10568|82|5|9|4|3|734680.18|-1562.63
6762|818|4|28|15|3|64019.29|-4240.4
97708|22|2|73|42|3|209306.98|6046.85
24795|761|3|67|40|3|85864.44|12238.85
58098|584|3|41|26|1|238638.94|7991.49
84921|610|5|45|48|2|739029.34|1378.99
22792|621|3|55|15|2|809177.11|2485.79
50507|131|1|37|24|3|782348.41|12138.07
26112|424|5|55|6|1|701935.25|5274.06
55177|1680|3|68|8|1|663184.71|-4114.79
40822|1796|3|2|40|2|857650.31|-3035.94
2809|832|5|65|27|2|612264.96|12954.63
26124|999|2|35|36|1|338375.99|11823.04
87157|1515|4|75|30|1|204827.29|4561.25
20632|1496|1|77|2|3|910786.68|10191.47
44687|229|4|81|10|2|368749.02|1579.53
8036|944|2|8|33|2|953992.35|8709.73
86414|1145|3|16|27|3|133175.56|4591.63
58222|1422|1|80|48|2|227110.96|10583.05
20228|756|5|36|37|3|266271.11|6052.94
90007|493|2|50|5|3|838372.22|973.71
73385|741|4|33|8|2|691653.86|4172.27
20014|1736|4|14|47|3|959589.55|2483.03
7532|841|2|81|33|2|32159.56|7538.52
12519|338|2|9|13|3|254257.52|6696.88
90521|36|1|37|22|3|843914.46|14460.21
92765|963|5|44|39|3|501766.6|1505.62
27047|330|2|3|13|2|914004.23|9299.11
42441|1620|2|17|15|3|23567.02|9116.99
55491|486|4|30|48|3|594358.36|2118.8
95188|531|1|18|35|3|581960.51|-727.74
53445|1652|3|2|15|1|750344.25|10915.52
13159|779|4|36|41|2|507265.35|-3291.22
47483|611|3|90|40|2|172032.73|5834.05
65090|330|1|13|9|2|451990.47|-2229.02
65564|1387|1|50|40|1|242911.32|-568.05
58590|463|1|16|17|1|524014.66|-711.31
75196|1229|2|44|15|1|745778.37|-4777.48
57741|145|5|96|38|3|689094.83|10869.28
18981|292|3|80|15|2|741255.29|-2889.78
59432|813|3|54|8|2|163400.52|-3559.56
78058|709|2|73|29|3|973816.49|1764.0
46891|804|3|78|4|1|41825.22|519.35
74534|1546|5|73|41|3|893055.91|3957.4
57927|627|1|97|46|1|542045.22|-3522.76
90519|383|3|92|34|2|874953.54|12183.95
26714|842|2|97|40|2|747799.2|11746.82
31554|339|2|39|7|2|171563.57|14944.83
5592|1560|1|89|43|1|595228.59|9212.65
80324|1638|4|34|35|2|421093.98|5382.34
52991|1107|3|48|45|1|64451.16|5630.94
71555|1575|1|8|19|1|773176.72|-2952.22
12905|177|3|42|31|1|664268.31|6229.91
56021|1139|5|37|29|1|90830.18|11087.51
33999|114|4|57|24|3|574460.37|9566.4
26204|1581|4|45|50|2|96142.76|6382.61
26807|1595|5|48|29|3|144016.61|-1984.82
35192|1191|5|11|28|3|598362.62|11138.33
56798|592|3|88|44|3|387217.38|14006.11
67778|1277|4|49|43|2|680847.5|222.78
9447|1675|5|41|25|1|608787.06|3034.27
30169|1335|3|92|28|1|902382.27|4911.85
72668|1796|5|19|28|2|797587.23|859.9
17192|564|1|88|23|1|55558.45|2037.98
92168|288|1|56|50|3|943327.34|13277.82
17765|1668|2|71|6|3|631097.32|2731.94
30047|74|1|62|1|1|886348.98|-1106.32
91984|125|1|67|25|3|943152.83|12221.51
71397|309|3|60|49|3|935716.67|9314.32
18793|547|5|30|8|2|114991.51|2759.65
4886|839|5|83|19|2|455012.01|8119.15
99993|193|2|59|22|3|870149.09|12078.08
35167|367|2|66|21|2|100298.8|-3066.88
13160|604|3|34|47|3|399672.89|8222.14
62280|424|1|18|27|3|506187.42|-2876.06
42816|1162|3|89|5|2|391007.31|9246.36
34273|606|4|5|15|3|484334.0|11371.91
52812|422|2|33|12|2|656723.1|10870.32
32272|1721|1|86|30|2|294435.75|159.86
77252|18|4|65|24|3|31020.73|14387.47
86563|1572|3|80|26|1|578341.17|10760.65
68107|737|5|59|1|1|552168.54|7088.58
6037|1598|1|15|36|1|347003.33|11019.06
33487|291|1|11|17|3|66030.4|5303.22
95896|310|2|54|50|3|213213.95|13744.16
95716|1427|5|32|12|2|214604.27|-1004.74
95446|741|5|51|20|2|337257.86|12695.14
64514|1713|2|41|13|3|128745.71|1103.53
17375|464|2|9|19|2|442215.84|8153.55
41682|566|3|96|42|1|544719.59|3831.35
53844|1416|1|64|22|2|168806.21|4650.83
68122|1377|2|92|2|3|620549.25|-4111.3
81042|384|4|8|1|3|62602.25|2406.55
76629|1630|3|6|46|1|126621.53|3372.94
28720|879|5|88|45|2|260417.33|-253.18
24075|188|4|82|13|3|570768.4|4990.87
97954|798|5|29|49|3|98573.39|-3098.01
74873|232|3|8|39|3|83032.48|-1971.71
96497|1781|2|26|49|1|77799.38|-3468.84
27307|581|5|41|12|2|454866.33|-2583.31
97756|1085|5|53|30|3|978103.83|-285.84
62381|1313|3|14|22|3|168098.98|239.52
85510|447|3|5|1|1|150116.66|11336.79
45323|1758|4|38|34|1|229593.64|681.08
72698|934|5|12|6|2|703020.53|14047.4
79683|621|5|1|10|2|848708.79|11229.82
67547|1051|1|3|33|3|211319.27|-3513.67
17795|511|2|23|8|1|425198.73|-2964.66
41738|1457|2|45|21|3|84708.55|3267.04
66600|1317|2|63|16|1|311318.72|8323.23
86019|141|1|10|43|1|229180.21|9989.31
75082|216|3|2|13|3|525119.32|-1081.39
97174|597|3|78|40|1|965388.56|13268.99
47198|803|5|29|31|3|798505.46|-534.92
56991|1464|5|31|24|2|23982.48|5506.46
27357|34|2|63|5|2|206575.76|-3434.42
66751|644|3|63|37|1|893990.2|-1017.71
99347|1292|2|59|50|2|536847.7|1194.54
90835|197|5|89|15|2|65855.79|7732.86
29393|1170|3|53|40|1|325909.32|13747.54
82841|676|4|59|50|1|342972.29|-1644.17
1268|1431|3|64|43|3|435235.02|3257.8
36427|936|4|92|19|3|341404.95|-1815.33
54283|1224|2|88|10|2|132223.74|2646.59
901|195|5|31|34|2|702106.5|14619.17
90845|139|3|93|39|3|451469.05|-1086.36
1616|807|2|72|34|1|730265.96|12183.29
84651|1437|5|21|48|2|505067.11|-3979.83
94008|942|5|64|1|1|783873.46|11877.28
81385|1180|2|45|23|1|395755.36|11717.86
90852|867|5|14|26|1|347387.61|12892.19
46772|1556|2|78|8|2|813602.89|11805.65
85299|522|4|54|25|1|711560.85|13835.44
97795|115|4|61|37|2|841864.26|6689.89
14641|1407|3|95|6|2|702697.66|-3527.19
81532|555|2|41|49|2|560183.02|10648.04
79507|1336|2|63|40|1|252118.91|5242.99
5088|493|4|53|36|1|922904.34|1499.8
65606|1453|5|95|33|2|571069.77|10764.07
10186|1298|3|58|11|3|392113.13|7353.41
41731|270|3|7|18|1|214260.5|5886.35
53165|641|1|52|37|2|301437.97|12764.07
72307|1264|4|50|1|2|675396.44|8598.68
56842|1365|4|3|25|3|701727.87|-688.34
16498|1188|3|40|32|1|991874.54|-4122.84
61542|652|3|96|16|2|874299.97|12717.87
73377|307|4|44|24|1|831349.46|11783.51
95041|1775|3|78|15|2|575889.15|7999.99
10393|192|3|20|46|1|234167.21|5400.81
33739|774|4|36|48|2|596256.4|-4362.24
63413|1502|2|27|40|1|54174.51|547.04
5438|569|2|23|5|2|659869.08|704.19
22024|1534|4|34|26|1|565166.38|2093.97
4322|800|4|25|48|3|163668.31|6479.98
93080|63|3|95|44|2|768733.24|-3935.99
10127|1708|3|35|19|1|783214.81|4366.14
22339|444|1|84|36|1|12223.42|-3292.96
7232|712|2|36|6|1|817847.99|-77.73
94438|1092|2|15|25|3|32884.01|11482.71
16621|1039|5|4|38|1|578313.04|3471.15
93368|955|3|10|26|3|392767.41|13369.59
30966|1433|3|100|4|3|719718.34|13631.52
53529|1109|4|61|43|3|456180.89|10383.44
8195|1739|3|29|9|2|840530.44|-4502.86
87129|339|1|74|22|1|449394.5|266.34
95202|316|4|61|34|1|802886.86|-3408.4
70827|262|5|63|22|3|262868.52|5457.5
35174|611|2|29|26|1|745661.99|11685.44
2721|1509|5|20|1|3|248372.1|1372.59
64119|239|5|14|22|2|44478.0|7634.38
